inv_id sim_gen inv_originGen inv_pos inv_end inv_length 
1339504 1600 1591 1430973 1433416 2444
1296309 1600 1540 529178 565700 36523
1338695 1600 1590 1216941 1256501 39561
1336204 1600 1587 1585536 1596368 10833
1317491 1600 1565 115205 148669 33465
1346433 1600 1599 1405298 1454596 49299
1346432 1600 1599 611309 613439 2131
1344706 1600 1597 200304 228414 28111
1492569 1800 1772 1852935 1871618 18684
1478975 1800 1756 1354271 1380545 26275
1512618 1800 1796 125625 163977 38353
1508432 1800 1791 832883 844686 11804
1423926 1800 1691 109470 113847 4378
1485716 1800 1764 307090 336869 29780
1512616 1800 1796 644755 693431 48677
1514311 1800 1798 527260 544732 17473
1512617 1800 1796 214656 250218 35563
1591346 2000 1890 1118378 1129444 11067
1683092 2000 1999 1618537 1667403 48867
1678888 2000 1994 1919508 1942511 23004
1572998 2000 1868 604109 605667 1559
1583039 2000 1880 1632789 1644939 12151
1680584 2000 1996 2016066 2035494 19429
1561277 2000 1854 701808 748161 46354
1670544 2000 1984 102996 124795 21800
1591348 2000 1890 2055968 2095664 39697
1654580 2000 1965 1606347 1636827 30481
1661354 2000 1973 832892 849657 16766
1616583 2000 1920 2012616 2042012 29397
1622563 2000 1927 1435314 1483142 47829
1628474 2000 1934 1642459 1684944 42486
1674720 2000 1989 850639 879880 29242
1677187 2000 1992 1322460 1350253 27794
1683091 2000 1999 1725066 1745272 20207
1681451 2000 1997 1252448 1281401 28954
1681448 2000 1997 23704 70488 46785
1683090 2000 1999 1495717 1498124 2408
1683934 2000 2000 1621475 1647108 25634
1798483 2200 2136 33942 47895 13954
1836420 2200 2181 302043 350418 48376
1843913 2200 2190 1805644 1849089 43446
1802728 2200 2141 1296924 1297935 1012
1719463 2200 2042 635565 654315 18751
1831370 2200 2175 1571892 1574531 2640
1710036 2200 2031 87848 92311 4464
1686427 2200 2003 1350076 1371205 21130
1683934 2200 2000 1621475 1647108 25634
1851327 2200 2199 908339 953007 44669
1840638 2200 2186 1343201 1367390 24190
1736105 2200 2062 165954 179097 13144
1821330 2200 2163 1744961 1783503 38543
1848748 2200 2196 862319 894308 31990
1824716 2200 2167 536143 543581 7439
1846346 2200 2193 657147 676933 19787
1849636 2200 2197 600475 633498 33024
1849633 2200 2197 1506949 1510973 4025
1850449 2200 2198 1139535 1148816 9282
1852173 2200 2200 1633216 1646061 12846
1852174 2200 2200 1968533 1976058 7526
1997608 2400 2373 500793 534381 33589
1974700 2400 2346 343085 354017 10933
2006095 2400 2383 831383 851244 19862
1964021 2400 2333 1424025 1462449 38425
1911185 2400 2270 1313924 1342694 28771
2018140 2400 2397 136775 176091 39317
1864832 2400 2215 617002 651660 34659
1950600 2400 2317 1720214 1752825 32612
1962332 2400 2331 252156 298794 46639
1903521 2400 2261 416766 462647 45882
2002690 2400 2379 323728 349607 25880
2018994 2400 2398 29029 64730 35702
2015595 2400 2394 147467 164383 16917
2009580 2400 2387 1950900 1998887 47988
2017307 2400 2396 1131675 1180508 48834
2013899 2400 2392 322826 329594 6769
2015597 2400 2394 1757316 1797869 40554
2020687 2400 2400 924014 935318 11305
2020688 2400 2400 406451 455436 48986
2020689 2400 2400 654720 680218 25499
2020690 2400 2400 280545 289845 9301
2146434 2600 2549 303871 320486 16616
2048619 2600 2433 949223 957415 8193
2166734 2600 2573 901306 944420 43115
2063943 2600 2451 2058045 2094240 36196
2020687 2600 2400 924014 935318 11305
2051940 2600 2437 775604 797452 21849
2188869 2600 2599 1164942 1194222 29281
2133765 2600 2534 1644079 1678208 34130
2125370 2600 2524 953019 959243 6225
2140427 2600 2542 218765 241189 22425
2183710 2600 2593 1628814 1631429 2616
2182859 2600 2592 1304364 1318032 13669
2187121 2600 2597 316181 364608 48428
2187122 2600 2597 1835563 1884184 48622
2345488 2800 2785 1950611 1967571 16961
2328744 2800 2765 1409141 1433955 24815
2347259 2800 2787 848577 892652 44076
2247433 2800 2669 842810 868396 25587
2307580 2800 2740 410807 411946 1140
2354839 2800 2796 1905069 1929888 24820
2313392 2800 2747 660292 685054 24763
2331222 2800 2768 1801124 1844506 43383
2357334 2800 2799 1063864 1069674 5811
2192170 2800 2603 1127121 1172380 45260
2292277 2800 2722 1160516 1175980 15465
2303430 2800 2735 352140 395917 43778
2354842 2800 2796 1206132 1212416 6285
2351465 2800 2792 1927702 1957092 29391
2356532 2800 2798 626716 664722 38007
2356533 2800 2798 1762400 1789008 26609
2358160 2800 2800 1542527 1556764 14238
2358161 2800 2800 107749 121626 13878
2524657 3000 2998 1911912 1961430 49519
2524656 3000 2998 1547683 1564184 16502
2376000 3000 2821 2058505 2090847 32343
2443229 3000 2901 1181459 1183732 2274
2518778 3000 2991 849578 865591 16014
2485332 3000 2951 1109155 1139504 30350
2453252 3000 2913 2065271 2083709 18439
2506407 3000 2976 1410737 1435286 24550
2450741 3000 2910 711039 715475 4437
2429062 3000 2884 803972 848600 44629
2460808 3000 2922 56776 77546 20771
2511358 3000 2982 741147 787885 46739
2473584 3000 2937 2074163 2099231 25069
2476065 3000 2940 1441415 1475455 34041
2503935 3000 2973 707041 755986 48946
2501413 3000 2970 242719 258293 15575
2501411 3000 2970 1472767 1477528 4762
2522085 3000 2995 1420570 1454295 33726
2508034 3000 2978 268275 279595 11321
2523811 3000 2997 970059 979622 9564
2523810 3000 2997 1363910 1376879 12970
2525486 3000 2999 1214357 1241568 27212
2525487 3000 2999 1902768 1912382 9615
2526332 3000 3000 661198 687351 26154
2526333 3000 3000 1829338 1836293 6956
2526334 3000 3000 990918 994702 3785
2690699 3200 3195 922888 964008 41121
2549048 3200 3027 863573 889563 25991
2611234 3200 3101 107404 140657 33254
2672968 3200 3174 1872783 1887909 15127
2598566 3200 3086 1200172 1237440 37269
2672969 3200 3174 952051 975854 23804
2580939 3200 3065 1837015 1883641 46627
2691546 3200 3196 334111 372569 38459
2631562 3200 3125 124837 172927 48091
2660380 3200 3159 53340 63206 9867
2675470 3200 3177 849352 869688 20337
2687309 3200 3191 1909170 1915889 6720
2687308 3200 3191 1407907 1443462 35556
2681380 3200 3184 1009638 1047885 38248
2667116 3200 3167 1639286 1686158 46873
2692356 3200 3197 421057 466518 45462
2683074 3200 3186 1578148 1589048 10901
2682275 3200 3185 1305521 1354629 49109
2694837 3200 3200 2017089 2048014 30926
2694838 3200 3200 1859822 1886328 26507
2694839 3200 3200 1204807 1225795 20989
2859216 3400 3395 264768 296236 31469
2695714 3400 3201 704743 748617 43875
2842209 3400 3375 1438638 1485889 47252
2797523 3400 3322 675958 693091 17134
2779847 3400 3301 232911 276147 43237
2842208 3400 3375 1626294 1633600 7307
2859215 3400 3395 453373 493170 39798
2784094 3400 3306 725524 748132 22609
2707387 3400 3215 507135 516846 9712
2801692 3400 3327 1666209 1698605 32397
2851635 3400 3386 938931 960270 21340
2854216 3400 3389 2083306 2097129 13824
2859213 3400 3395 934136 953246 19111
2855876 3400 3391 111345 143595 32251
2855878 3400 3391 1704087 1707139 3053
2861691 3400 3398 613376 649508 36133
2862520 3400 3399 810569 851910 41342
2862521 3400 3399 1518488 1546072 27585
2862522 3400 3399 1434572 1448598 14027
2863364 3400 3400 777484 789922 12439
2863365 3400 3400 56207 85940 29734
2863366 3400 3400 1521404 1568786 47383
3004558 3600 3568 1232682 1256313 23632
3007920 3600 3572 135429 150709 15281
3015413 3600 3581 404447 425057 20611
3029947 3600 3598 1026143 1073517 47375
3027376 3600 3595 258124 277674 19551
2959458 3600 3514 1764447 1772983 8537
3027373 3600 3595 219026 260106 41081
3022195 3600 3589 463461 480853 17393
3026528 3600 3594 445505 460300 14796
3030824 3600 3599 2050751 2085563 34813
3031629 3600 3600 2041491 2080702 39212
3198388 3800 3798 1420260 1425194 4935
3195832 3800 3795 1427090 1436685 9596
3191671 3800 3790 2050192 2064850 14659
3160402 3800 3753 1851077 1885979 34903
3188248 3800 3786 1718002 1758858 40857
3052587 3800 3625 355812 355983 172
3066745 3800 3642 2074534 2077568 3035
3135209 3800 3723 1449158 1469476 20319
3191670 3800 3790 1143775 1166613 22839
3157115 3800 3749 344898 366744 21847
3141987 3800 3731 578959 593034 14076
3169639 3800 3764 612035 642201 30167
3168835 3800 3763 1472398 1499008 26611
3153813 3800 3745 961639 968889 7251
3179730 3800 3776 2034998 2057402 22405
3184795 3800 3782 754507 777450 22944
3189117 3800 3787 1718210 1742025 23816
3192480 3800 3791 1959885 1980970 21086
3199220 3800 3799 1030429 1075996 45568
3199221 3800 3799 420162 430643 10482
3260096 4000 3871 956371 967608 11238
3286926 4000 3903 1431160 1469263 38104
3366184 4000 3997 223466 270574 47109
3330100 4000 3954 240263 280509 40247
3346102 4000 3973 2012437 2054022 41586
3328347 4000 3952 266452 272903 6452
3365365 4000 3996 509253 545292 36040
3306394 4000 3926 224040 268850 44811
3367851 4000 3999 1057923 1095043 37121
3356138 4000 3985 882471 885824 3354
3339338 4000 3965 413999 435285 21287
3270941 4000 3884 1926539 1947020 20482
3367035 4000 3998 32982 53555 20574
3368691 4000 4000 1731690 1777294 45605
3368692 4000 4000 854070 896618 42549
3368693 4000 4000 1923489 1958824 35336
3531785 4200 4194 1426055 1441821 15767
3526833 4200 4188 1226208 1271043 44836
3494263 4200 4149 1630402 1649010 18609
3516916 4200 4176 29796 36016 6221
3407631 4200 4046 719390 756760 37371
3492616 4200 4147 163152 197883 34732
3527690 4200 4189 211740 252191 40452
3518571 4200 4178 321846 339490 17645
3371255 4200 4003 1918561 1966624 48064
3529328 4200 4191 915765 940792 25028
3533446 4200 4196 949616 998455 48840
3535113 4200 4198 634482 659757 25276
3535947 4200 4199 1934899 1964347 29449
3535942 4200 4199 1500854 1519844 18991
3535943 4200 4199 924168 935985 11818
3535944 4200 4199 1504464 1551519 47056
3535946 4200 4199 1327821 1341387 13567
3536808 4200 4200 1448097 1478006 29910
3536809 4200 4200 1112221 1133828 21608
3581695 4400 4253 1743113 1764656 21544
3650054 4400 4334 1816102 1845928 29827
3657694 4400 4343 413692 461794 48103
3591932 4400 4265 722528 766146 43619
3551990 4400 4218 2058305 2098301 39997
3695033 4400 4388 51770 79095 27326
3686658 4400 4378 1264901 1280603 15703
3667518 4400 4355 9124 34539 25416
3585910 4400 4258 1029410 1030873 1464
3653351 4400 4338 1354874 1375305 20432
3610373 4400 4287 1147325 1179940 32616
3637290 4400 4319 609483 656244 46762
3640587 4400 4323 52636 76781 24146
3665113 4400 4352 1033076 1044179 11104
3689187 4400 4381 415960 420024 4065
3704204 4400 4399 1716745 1751520 34776
3701729 4400 4396 1107758 1140360 32603
3696730 4400 4390 1679589 1696732 17144
3680865 4400 4371 1916684 1941005 24322
3704203 4400 4399 1457324 1488774 31451
3699220 4400 4393 935040 975972 40933
3700894 4400 4395 106126 109674 3549
3700897 4400 4395 905475 953203 47729
3700896 4400 4395 1436404 1442090 5687
3701727 4400 4396 1862985 1886058 23074
3701728 4400 4396 1127134 1172577 45444
3704202 4400 4399 1514836 1557097 42262
3702532 4400 4397 751783 798437 46655
3705073 4400 4400 1102001 1144857 42857
3862201 4600 4586 1909228 1943852 34625
3715043 4600 4412 1537137 1550486 13350
3871558 4600 4597 1874234 1889081 14848
3770365 4600 4477 706604 718702 12099
3813339 4600 4528 1372939 1384582 11644
3868975 4600 4594 1112009 1134249 22241
3706749 4600 4402 251383 295581 44199
3861373 4600 4585 800437 826657 26221
3705903 4600 4401 943573 985116 41544
3737201 4600 4438 1609264 1616654 7391
3849770 4600 4571 1571041 1597260 26220
3847274 4600 4568 1400062 1436454 36393
3849768 4600 4571 827812 846880 19069
3848157 4600 4569 1217588 1242578 24991
3860584 4600 4584 267324 295415 28092
3873297 4600 4599 2000021 2021248 21228
3873296 4600 4599 1029210 1037168 7959
3874110 4600 4600 641615 653057 11443
3874111 4600 4600 744492 762613 18122
3874112 4600 4600 2047279 2096345 49067
4022353 4800 4776 1100572 1142196 41625
4020703 4800 4774 1902820 1948089 45270
4013714 4800 4766 1054762 1091121 36360
3925487 4800 4661 48670 75602 26933
3980322 4800 4726 1376915 1382233 5319
4034997 4800 4791 1313113 1358462 45350
4040948 4800 4798 916912 935070 18159
4030716 4800 4786 405387 409645 4259
4037495 4800 4794 123337 149310 25974
4040152 4800 4797 531174 545496 14323
4016326 4800 4769 1085626 1085800 175
4035864 4800 4792 1036872 1070690 33819
4191793 5000 4977 1630472 1649727 19256
4200282 5000 4987 1244156 1289554 45399
4193465 5000 4979 1115610 1158468 42859
4201907 5000 4989 1308773 1358079 49307
4043490 5000 4801 1171096 1184101 13006
4154942 5000 4933 157437 166939 9503
4071447 5000 4834 148730 171018 22289
4186731 5000 4971 421114 470201 49088
4168398 5000 4949 1756539 1783910 27372
4210332 5000 4999 1529856 1556962 27107
4196061 5000 4982 1282917 1292420 9504
4205235 5000 4993 1729813 1767427 37615
4198598 5000 4985 1934341 1954103 19763
4206040 5000 4994 46110 68028 21919
4206038 5000 4994 1504970 1506241 1272
4206889 5000 4995 1933326 1979723 46398
4210331 5000 4999 1058827 1085498 26672
4207749 5000 4996 1555542 1568489 12948
4211190 5000 5000 817823 861315 43493
4211191 5000 5000 1842110 1857996 15887
4331938 5200 5143 1814562 1860342 45781
4253660 5200 5050 1315376 1338226 22851
4271191 5200 5071 1318127 1352500 34374
4363211 5200 5180 1601685 1641115 39431
4330255 5200 5141 2013774 2020365 6592
4336203 5200 5148 1475800 1485618 9819
4286379 5200 5089 1577544 1585024 7481
4306727 5200 5113 1096 27668 26573
4365767 5200 5183 1438854 1468685 29832
4309180 5200 5116 573834 587927 14094
4365769 5200 5183 1426109 1441412 15304
4376010 5200 5195 1851571 1858083 6513
4376007 5200 5195 2052532 2079090 26559
4379407 5200 5199 1370672 1393276 22605
4380254 5200 5200 1936884 1978389 41506
4519086 5400 5365 1838900 1853664 14765
4456688 5400 5291 1926431 1966375 39945
4426223 5400 5255 1825409 1841705 16297
4499595 5400 5342 714697 749853 35157
4546769 5400 5398 435404 443840 8437
4440648 5400 5272 1461486 1464703 3218
4544247 5400 5395 270688 280346 9659
4539996 5400 5390 67725 75802 8078
4500446 5400 5343 135029 164742 29714
4531659 5400 5380 482433 490230 7798
4547630 5400 5399 301927 320957 19031
4545946 5400 5397 212872 250136 37265
4533327 5400 5382 132749 153790 21042
4489348 5400 5330 1835737 1838470 2734
4547629 5400 5399 669697 685447 15751
4480232 5400 5319 849424 890143 40720
4541727 5400 5392 60980 87205 26226
4542559 5400 5393 1519033 1559260 40228
4543403 5400 5394 1210291 1238060 27770
4547627 5400 5399 1016511 1060555 44045
4547625 5400 5399 2064084 2070598 6515
4548492 5400 5400 365155 389882 24728
4686767 5600 5564 1313061 1340628 27568
4713078 5600 5595 1336398 1381352 44955
4702899 5600 5583 1660788 1683101 22314
4713079 5600 5595 1932592 1968521 35930
4549343 5600 5401 1416464 1463892 47429
4633087 5600 5500 145798 164998 19201
4688471 5600 5566 1176420 1192163 15744
4619517 5600 5484 2011375 2024004 12630
4557714 5600 5411 248759 277036 28278
4714746 5600 5597 1114632 1151840 37209
4555233 5600 5408 885283 895712 10430
4665682 5600 5539 2024390 2070912 46523
4659096 5600 5531 732736 764737 32002
4676662 5600 5552 1506337 1523921 17585
4673274 5600 5548 646256 689203 42948
4680875 5600 5557 1774583 1795092 20510
4717235 5600 5600 1353026 1364541 11516
4717236 5600 5600 1730132 1753291 23160
4717237 5600 5600 318641 357700 39060
4717238 5600 5600 907480 946788 39309
4717239 5600 5600 652552 697436 44885
4843819 5800 5751 143356 158377 15022
4861562 5800 5772 1046848 1090821 43974
4883471 5800 5798 1610518 1635375 24858
4724667 5800 5609 435644 481125 45482
4796914 5800 5695 333900 348542 14643
4783534 5800 5679 1300900 1313075 12176
4872596 5800 5785 1533540 1579027 45488
4781897 5800 5677 1830426 1880050 49625
4882652 5800 5797 801979 844363 42385
4827899 5800 5732 1417934 1460923 42990
4879355 5800 5793 1540782 1573212 32431
4733902 5800 5620 311390 313216 1827
4869252 5800 5781 614782 651612 36831
4875999 5800 5789 1445340 1492585 47246
4877697 5800 5791 500272 521435 21164
4882651 5800 5797 1913069 1919654 6586
4885142 5800 5800 620414 658825 38412
5014641 6000 5954 1105084 1154578 49495
4912072 6000 5832 1404887 1452000 47114
5048884 6000 5995 1165689 1167138 1450
5042935 6000 5988 931157 947329 16173
5011265 6000 5950 416689 437664 20976
5018820 6000 5959 1932416 1951464 19049
4991350 6000 5926 1711454 1747599 36146
5032153 6000 5975 628164 671234 43071
4981965 6000 5915 1864286 1870406 6121
4906961 6000 5826 1455682 1489862 34181
4927984 6000 5851 448827 460522 11696
4971028 6000 5902 224389 249757 25369
4964193 6000 5894 2004160 2047758 43599
5052338 6000 5999 1725101 1773636 48536
4981964 6000 5915 419793 465977 46185
5042934 6000 5988 1317590 1328713 11124
5039616 6000 5984 1855502 1873659 18158
5046389 6000 5992 1484181 1485322 1142
5042933 6000 5988 155999 176383 20385
5047194 6000 5993 1418948 1430571 11624
5050596 6000 5997 139544 165672 26129
5049737 6000 5996 1042028 1089137 47110
5215377 6200 6193 1950685 1952573 1889
5089497 6200 6043 1945043 1948531 3489
5185959 6200 6158 451349 459154 7806
5198508 6200 6173 1920791 1940251 19461
5180231 6200 6151 1108082 1121208 13127
5196874 6200 6171 1304095 1321215 17121
5219655 6200 6198 961354 966954 5601
5218786 6200 6197 1361559 1374923 13365
5081001 6200 6033 1427388 1456942 29555
5206109 6200 6182 818728 868280 49553
5218785 6200 6197 1114281 1144940 30660
5195207 6200 6169 264983 282999 18017
5216183 6200 6194 1331900 1373298 41399
5213734 6200 6191 1664856 1670036 5181
5212060 6200 6189 2076150 2093563 17414
5212058 6200 6189 962918 991350 28433
5217921 6200 6196 1735334 1760877 25544
5220493 6200 6199 1721853 1744839 22987
5221308 6200 6200 1838644 1863332 24689
5221309 6200 6200 1158898 1193252 34355
5221310 6200 6200 555539 588846 33308
5221311 6200 6200 247590 265092 17503
5342463 6400 6344 1067228 1089155 21928
5382015 6400 6391 1737034 1764882 27849
5370957 6400 6378 753993 784386 30394
5369327 6400 6376 1758768 1776654 17887
5301080 6400 6295 1834335 1858554 24220
5351781 6400 6355 1411390 1412618 1229
5254817 6400 6240 410450 424311 13862
5285048 6400 6276 274172 298774 24603
5376111 6400 6384 503222 548727 45506
5320621 6400 6318 1525453 1534264 8812
5274183 6400 6263 816071 850878 34808
5387937 6400 6398 1367381 1397371 29991
5387938 6400 6398 115000 162042 47043
5389652 6400 6400 1846830 1848539 1710
5549803 6600 6590 56805 99657 42853
5549802 6600 6590 413625 433747 20123
5488519 6600 6517 1560705 1577367 16663
5522871 6600 6558 1360206 1374125 13920
5458090 6600 6481 1619023 1656446 37424
5556476 6600 6598 126987 169227 42241
5545623 6600 6585 149642 150235 594
5475835 6600 6502 755900 765437 9538
5491136 6600 6520 565290 593336 28047
5527059 6600 6563 1902917 1952739 49823
5418316 6600 6434 229339 277380 48042
5446176 6600 6467 253598 274268 20671
5554876 6600 6596 1659771 1690129 30359
5540517 6600 6579 1218415 1219569 1155
5540515 6600 6579 1364156 1398785 34630
5543040 6600 6582 1746489 1793822 47334
5554061 6600 6595 912953 943718 30766
5539693 6600 6578 1604109 1608713 4605
5550655 6600 6591 1423866 1438377 14512
5558180 6600 6600 727461 754644 27184
5558181 6600 6600 571230 597847 26618
5709096 6800 6780 2043754 2082115 38362
5672113 6800 6736 1327866 1367315 39450
5695730 6800 6764 1312696 1357739 45044
5723322 6800 6797 1034314 1066527 32214
5724957 6800 6799 1839413 1873082 33670
5685613 6800 6752 1925873 1974453 48581
5717482 6800 6790 619153 640250 21098
5720829 6800 6794 500539 539932 39394
5719965 6800 6793 1111742 1128311 16570
5725810 6800 6800 1152932 1178170 25239
5800742 7000 6889 1448421 1496171 47751
5802404 7000 6891 944814 993932 49119
5891982 7000 6998 516099 556452 40354
5887867 7000 6993 904789 921189 16401
5883588 7000 6988 903635 926435 22801
5889546 7000 6995 1856959 1873589 16631
5877720 7000 6981 516616 563018 46403
5743580 7000 6821 1408935 1444096 35162
5874388 7000 6977 1726948 1773022 46075
5831669 7000 6926 1962795 1965589 2795
5765431 7000 6847 1344339 1371166 26828
5882723 7000 6987 1853010 1859557 6548
5887002 7000 6992 1504843 1516648 11806
5875249 7000 6978 113358 124528 11171
5861097 7000 6961 1072789 1080351 7563
5883587 7000 6988 913390 945389 32000
5888729 7000 6994 1666733 1684378 17646
5893655 7000 7000 860744 861429 686
5893656 7000 7000 1855005 1898325 43321
6024011 7200 7155 36829 76491 39663
6029849 7200 7162 747063 748176 1114
6034963 7200 7168 1822152 1869286 47135
5933846 7200 7048 465695 491555 25861
6044147 7200 7179 1751617 1796393 44777
6049208 7200 7185 106268 134630 28363
6035808 7200 7169 348120 387529 39410
5977707 7200 7100 941640 981222 39583
6046708 7200 7182 304975 316679 11705
6055935 7200 7193 123228 169133 45906
6056790 7200 7194 49555 70084 20530
6057631 7200 7195 1514031 1526427 12397
6058444 7200 7196 1043226 1079212 35987
6061783 7200 7200 246109 280759 34651
6061784 7200 7200 67060 95399 28340
6225670 7400 7395 718129 725213 7085
6220579 7400 7389 1729279 1750620 21342
6223125 7400 7392 1579898 1580032 135
6214762 7400 7382 231195 279695 48501
6119964 7400 7269 501868 530831 28964
6224836 7400 7394 1423801 1445503 21703
6213142 7400 7380 929087 975904 46818
6111584 7400 7259 953005 988777 35773
6205445 7400 7371 1008315 1052168 43854
6229021 7400 7399 1262343 1278320 15978
6229883 7400 7400 1652162 1696384 44223
6302885 7600 7487 914308 924354 10047
6368895 7600 7566 1250472 1266772 16301
6395791 7600 7598 2034532 2066151 31620
6234088 7600 7405 2061827 2083571 21745
6376370 7600 7575 1104387 1122987 18601
6270181 7600 7448 2056531 2081264 24734
6321765 7600 7510 1868445 1884131 15687
6259403 7600 7435 517512 554250 36739
6381450 7600 7581 338765 379228 40464
6368894 7600 7566 124437 135495 11059
6389871 7600 7591 1464810 1465688 879
6390753 7600 7592 41937 73109 31173
6394986 7600 7597 1359458 1380520 21063
6397465 7600 7600 1901523 1950754 49232
6397466 7600 7600 364127 368540 4414
6561160 7800 7794 1760510 1788962 28453
6541739 7800 7771 1663885 1664286 402
6525596 7800 7752 484968 487806 2839
