position mutID selCoef originGen type freq p1freq p2freq adapPhenoDiv FST 
1430983 26275212 -0.000870288 31219 m2 0.496 0.703 0.289 -0.001656 0.171407
14001 38187154 0.000313672 45364 m2 0.1355 0.155 0.116 -0.000156 0.00324612
118723 39277491 0.000747076 46661 m2 0.464 0.458 0.47 4.8e-05 0.00014475
1354449 21050900 0.00256321 25009 m2 0.38 0.2135 0.5465 0.001332 0.117667
648902 23480103 -0.00127337 27894 m2 0.49075 0.278 0.7035 0.001702 0.181112
631863 17165629 0.00276725 20395 m2 0.50925 0.722 0.2965 -0.001702 0.181112
1551434 33507019 0.000602864 39807 m2 0.14575 0.1275 0.164 0.000146 0.00267505
1560595 38297426 0.00132354 45495 m2 0.5335 0.534 0.533 -4e-06 1.00451e-06
624734 39268789 0.000188932 46651 m2 0.50925 0.722 0.2965 -0.001702 0.181112
292614 41817047 0.00185755 49680 m2 0.11925 0.105 0.1335 0.000114 0.00193339
1387542 7978124 0.00310462 9475 m2 0.38 0.2135 0.5465 0.001332 0.117667
849919 41185379 0.00115069 48929 m2 0.11175 0.125 0.0985 -0.000106 0.00176868
832299 39633935 0.000108131 47085 m2 0.871 0.8645 0.8775 5.2e-05 0.000376027
1618096 40604938 0.00335994 48239 m2 0.06375 0.0675 0.06 -3e-05 0.000235608
1420359 2187849 1.07465e-06 2598 m2 0.496 0.703 0.289 -0.001656 0.171407
1061564 39524682 -0.00207318 46955 m2 0.189 0.166 0.212 0.000184 0.00345122
660854 15675438 0.00219029 18625 m2 0.50725 0.7205 0.294 -0.001706 0.181941
931992 41649644 -0.00222065 49480 m2 0.05525 0.0535 0.057 1.4e-05 5.86715e-05
782185 18059779 -0.00225705 21457 m2 0.5025 0.3 0.705 0.00162 0.164029
648585 1198206 0.000613015 1424 m2 0.49075 0.278 0.7035 0.001702 0.181112
1278335 41978116 -8.88976e-05 49872 m2 0.0505 0.064 0.037 -0.000108 0.00380085
676680 37654802 0.00250474 44732 m2 0.48375 0.267 0.7005 0.001734 0.188121
3578 35488983 0.000124504 42159 m2 0.6305 0.6445 0.6165 -0.000112 0.000841311
985589 41661762 -0.00184373 49495 m2 0.09725 0.097 0.0975 2e-06 7.11906e-07
1643597 41768674 0.00218855 49622 m2 0.157 0.157 0.157 0 0
649235 34345893 0.00350144 40804 m2 0.50925 0.722 0.2965 -0.001702 0.181112
1367200 10584633 -0.000577465 12575 m2 0.62 0.7865 0.4535 -0.001332 0.117667
777457 29136673 0.00354242 34617 m2 0.4975 0.7 0.295 -0.00162 0.164029
1579205 40052134 0.0015504 47583 m2 0.74075 0.7325 0.749 6.6e-05 0.000354419
1356943 11363818 -0.000782235 13500 m2 0.38 0.2135 0.5465 0.001332 0.117667
769313 15116920 -0.00248292 17962 m2 0.5025 0.3 0.705 0.00162 0.164029
629736 40935754 -0.00295754 48633 m2 0.0985 0.1415 0.0555 -0.000344 0.0208226
420577 36517854 -0.00129101 43382 m2 0.25175 0.249 0.2545 2.2e-05 4.01466e-05
1477357 22251203 0.00154255 26434 m2 0.501 0.304 0.698 0.001576 0.155237
770176 33323411 -0.000719112 39590 m2 0.4975 0.7 0.295 -0.00162 0.164029
1478702 41463418 0.000273238 49259 m2 0.2385 0.156 0.321 0.00066 0.0374757
1593381 36067173 0.00396727 42847 m2 0.62425 0.61 0.6385 0.000114 0.00086571
1305696 41300404 0.00150317 49067 m2 0.19725 0.175 0.2195 0.000178 0.00312653
689575 27837515 -0.00188823 33073 m2 0.48375 0.267 0.7005 0.001734 0.188121
604021 37713468 -0.00394392 44802 m2 0.386 0.4315 0.3405 -0.000364 0.00873508
652551 24216737 -0.00358836 28772 m2 0.49075 0.278 0.7035 0.001702 0.181112
1350184 32363760 0.00103573 38449 m2 0.38 0.2135 0.5465 0.001332 0.117667
583584 41154348 -0.000880144 48892 m2 0.2315 0.2005 0.2625 0.000248 0.00540168
1435459 8744196 -0.00189217 10387 m2 0.504 0.297 0.711 0.001656 0.171407
1788027 38463913 0.00151259 45692 m2 0.27475 0.2375 0.312 0.000298 0.00696349
107843 37463190 0.00218271 44505 m2 0.8345 0.8565 0.8125 -0.000176 0.00350446
339271 41433730 -0.00102267 49224 m2 0.118 0.1005 0.1355 0.00014 0.00294256
1260316 38100705 -0.00162734 45261 m2 0.7995 0.8205 0.7785 -0.000168 0.0027511
1429234 33408676 0.000342994 39690 m2 0.504 0.297 0.711 0.001656 0.171407
962973 41949428 -0.00207869 49838 m2 0.0735 0.0705 0.0765 2.4e-05 0.000132163
1664974 39116562 -0.000870095 46470 m2 0.224 0.262 0.186 -0.000304 0.00830725
773222 39525351 0.000168973 46956 m2 0.4975 0.7 0.295 -0.00162 0.164029
1394751 16506363 -0.0010156 19614 m2 0.62 0.7865 0.4535 -0.001332 0.117667
1836622 41681375 0.000917659 49518 m2 0.0545 0.0585 0.0505 -3.2e-05 0.0003105
1460742 9445750 0.000797895 11221 m2 0.496 0.703 0.289 -0.001656 0.171407
202076 40100542 -0.000294424 47640 m2 0.578 0.608 0.548 -0.00024 0.00368979
1253940 41373464 0.00219358 49153 m2 0.058 0.056 0.06 1.6e-05 7.32118e-05
670815 11174593 -0.00122732 13276 m2 0.51625 0.733 0.2995 -0.001734 0.188121
1928533 41488405 0.00335124 49289 m2 0.10775 0.126 0.0895 -0.000146 0.00346435
1083856 39042671 0.00199217 46382 m2 0.64775 0.664 0.6315 -0.00013 0.00115731
1296318 39951767 -6.97786e-05 47463 m2 0.1255 0.14 0.111 -0.000116 0.00191572
1569256 33606446 -0.00220506 39925 m2 0.52975 0.531 0.5285 -1e-05 6.27221e-06
1385453 36803305 0.00174404 43721 m2 0.38 0.2135 0.5465 0.001332 0.117667
1863521 39019267 4.23862e-05 46354 m2 0.77275 0.7835 0.762 -8.6e-05 0.000658073
195388 41859884 4.94861e-06 49731 m2 0.127 0.1505 0.1035 -0.000188 0.00498101
1384291 34633990 -0.000955081 41145 m2 0.38 0.2135 0.5465 0.001332 0.117667
381723 41833643 -0.00294128 49700 m2 0.068 0.0645 0.0715 2.8e-05 0.000193291
1483933 33038303 0.00171502 39251 m2 0.501 0.304 0.698 0.001576 0.155237
1644762 39626095 -0.000162265 47076 m2 0.50875 0.4995 0.518 7.4e-05 0.000342355
453909 40689871 4.01859e-06 48341 m2 0.27825 0.3305 0.226 -0.000418 0.0135941
1927910 40493196 -0.00147285 48106 m2 0.06325 0.0645 0.062 -1e-05 2.63716e-05
1282709 34400938 -0.000137879 40869 m2 0.75375 0.7455 0.762 6.6e-05 0.000366694
1383337 39419347 3.03526e-05 46830 m2 0.2415 0.3205 0.1625 -0.000632 0.0340707
673555 18103799 0.00137698 21509 m2 0.48375 0.267 0.7005 0.001734 0.188121
734723 1552132 0.00241504 1844 m2 0.5025 0.3 0.705 0.00162 0.164029
319737 38229747 0.00299275 45415 m2 0.67775 0.6925 0.663 -0.000118 0.000996143
572242 41288415 0.00172006 49052 m2 0.35475 0.331 0.3785 0.00019 0.0024642
230183 41999733 -0.00418269 49897 m2 0.05125 0.0435 0.059 6.2e-05 0.00123526
1768789 23778269 0.00142862 28249 m2 0.74775 0.739 0.7565 7e-05 0.000405909
881187 41373993 -0.00196806 49153 m2 0.36475 0.3415 0.388 0.000186 0.00233295
1465511 38418468 -0.00345557 45638 m2 0.501 0.304 0.698 0.001576 0.155237
778661 34701639 -0.000468462 41226 m2 0.4975 0.7 0.295 -0.00162 0.164029
416989 41354555 -0.000692802 49131 m2 0.12375 0.11 0.1375 0.00011 0.00174354
1449077 14469243 0.00118482 17192 m2 0.504 0.297 0.711 0.001656 0.171407
1717755 33203721 0.000360869 39448 m2 0.46975 0.4315 0.508 0.000306 0.00587375
1744599 40306657 0.00155658 47885 m2 0.2735 0.2735 0.2735 0 0
867214 41546419 -0.000435754 49357 m2 0.10375 0.0935 0.114 8.2e-05 0.00112988
1444474 28104799 0.00198589 33391 m2 0.496 0.703 0.289 -0.001656 0.171407
637262 18612088 0.000884488 22113 m2 0.49075 0.278 0.7035 0.001702 0.181112
758428 34197832 -0.00123394 40627 m2 0.5025 0.3 0.705 0.00162 0.164029
755201 6759758 2.57841e-05 8030 m2 0.5025 0.3 0.705 0.00162 0.164029
877556 41187484 -0.000652718 48932 m2 0.2385 0.2035 0.2735 0.00028 0.00674494
1034444 41798737 -0.000652557 49658 m2 0.169 0.138 0.2 0.000248 0.00684283
1481898 16798553 0.000657841 19960 m2 0.501 0.304 0.698 0.001576 0.155237
1399317 34519801 -0.000927537 41010 m2 0.852 0.841 0.863 8.8e-05 0.000959586
374389 37940469 0.000201248 45072 m2 0.109 0.12 0.098 -8.8e-05 0.00124589
1424199 9111234 -0.00124858 10823 m2 0.496 0.703 0.289 -0.001656 0.171407
1537228 40700221 0.00101243 48353 m2 0.221 0.2465 0.1955 -0.000204 0.00377703
175355 34489943 -0.00152978 40975 m2 0.82275 0.827 0.8185 -3.4e-05 0.000123858
1368750 13755835 0.000380859 16345 m2 0.62 0.7865 0.4535 -0.001332 0.117667
1456237 26729957 0.000519924 31759 m2 0.504 0.297 0.711 0.001656 0.171407
1370467 27829274 -0.00125076 33063 m2 0.38 0.2135 0.5465 0.001332 0.117667
1460325 55669 0.00212688 67 m2 0.496 0.703 0.289 -0.001656 0.171407
687469 15834135 0.00219928 18815 m2 0.51625 0.733 0.2995 -0.001734 0.188121
649938 6272908 -0.000810092 7452 m2 0.49075 0.278 0.7035 0.001702 0.181112
1432477 4835191 -0.00250832 5741 m2 0.496 0.703 0.289 -0.001656 0.171407
447049 41530122 0.000265757 49338 m2 0.15825 0.1605 0.156 -1.8e-05 3.80048e-05
813547 39942463 -0.00255229 47452 m2 0.44375 0.437 0.4505 5.4e-05 0.000184586
757215 38399448 -0.00206345 45615 m2 0.5025 0.3 0.705 0.00162 0.164029
1128792 40963115 -0.000317492 48665 m2 0.27625 0.262 0.2905 0.000114 0.00101564
1465434 16591679 -0.000188783 19714 m2 0.501 0.304 0.698 0.001576 0.155237
1623966 36761990 0.000274834 43672 m2 0.058 0.0685 0.0475 -8.4e-05 0.0020179
1426800 28353838 -0.00129558 33687 m2 0.496 0.703 0.289 -0.001656 0.171407
1163968 35157569 -0.00271776 41766 m2 0.527 0.513 0.541 0.000112 0.000786293
1442150 2047131 0.000848636 2432 m2 0.504 0.297 0.711 0.001656 0.171407
94358 37217882 -0.000207926 44213 m2 0.88475 0.882 0.8875 2.2e-05 7.41658e-05
646757 17947299 0.00170926 21323 m2 0.49075 0.278 0.7035 0.001702 0.181112
1371215 32535095 -0.00229079 38653 m2 0.38 0.2135 0.5465 0.001332 0.117667
252131 41374760 -0.00168386 49154 m2 0.14475 0.117 0.1725 0.000222 0.00622034
769995 21868000 0.00211435 25980 m2 0.4975 0.7 0.295 -0.00162 0.164029
894489 41866228 0.000126534 49739 m2 0.05575 0.044 0.0675 9.4e-05 0.00262267
763461 26816485 -0.000219359 31862 m2 0.4975 0.7 0.295 -0.00162 0.164029
771146 38450521 -0.000308168 45676 m2 0.5025 0.3 0.705 0.00162 0.164029
641144 28476708 -0.00213082 33832 m2 0.49075 0.278 0.7035 0.001702 0.181112
836222 39216238 -0.0023074 46588 m2 0.48225 0.54 0.4245 -0.000462 0.0133571
411294 39770689 0.00495387 47247 m2 0.19825 0.202 0.1945 -3e-05 8.84729e-05
747038 37459650 -0.00152135 44501 m2 0.4975 0.7 0.295 -0.00162 0.164029
874142 41421991 -0.00107168 49210 m2 0.451 0.444 0.458 5.6e-05 0.000197901
653197 21871827 0.000782847 25984 m2 0.49075 0.278 0.7035 0.001702 0.181112
1786004 40603172 0.00138056 48237 m2 0.28925 0.2535 0.325 0.000286 0.00621673
741508 25276710 0.00147007 30032 m2 0.5025 0.3 0.705 0.00162 0.164029
1791385 36867177 0.00389177 43797 m2 0.5855 0.614 0.557 -0.000228 0.00334687
1361160 34780605 -4.17471e-05 41320 m2 0.62 0.7865 0.4535 -0.001332 0.117667
1360521 39188460 -0.000868807 46555 m2 0.38 0.2135 0.5465 0.001332 0.117667
1892886 38078038 -0.00028951 45235 m2 0.79575 0.7595 0.832 0.00029 0.00808495
417340 40479662 -0.00240218 48090 m2 0.092 0.0815 0.1025 8.4e-05 0.00131979
910934 41284510 0.00165025 49047 m2 0.1665 0.198 0.135 -0.000252 0.00714992
718014 35539486 0.000759168 42219 m2 0.3105 0.276 0.345 0.000276 0.00555958
1345749 40687430 0.00290044 48338 m2 0.1395 0.15 0.129 -8.4e-05 0.000918446
207478 40409181 0.0026261 48007 m2 0.28 0.2955 0.2645 -0.000124 0.00119172
665034 6871751 0.00361337 8163 m2 0.48375 0.267 0.7005 0.001734 0.188121
747615 22179365 0.00234895 26349 m2 0.5025 0.3 0.705 0.00162 0.164029
779947 9084175 -0.00563714 10791 m2 0.5025 0.3 0.705 0.00162 0.164029
503379 41488306 -0.00176472 49289 m2 0.148 0.159 0.137 -8.8e-05 0.000959586
1149783 34778049 0.00245513 41316 m2 0.7345 0.733 0.736 1.2e-05 1.15379e-05
784439 16537000 -0.000919292 19650 m2 0.4975 0.7 0.295 -0.00162 0.164029
635509 29278167 -0.0014711 34784 m2 0.49075 0.278 0.7035 0.001702 0.181112
481232 40217940 0.00147114 47780 m2 0.53075 0.5265 0.535 3.4e-05 7.25243e-05
646255 17397513 -0.00300845 20671 m2 0.49075 0.278 0.7035 0.001702 0.181112
1423125 41287374 -0.00110365 49051 m2 0.15325 0.2235 0.083 -0.000562 0.0380309
1076970 31237281 0.000690602 37112 m2 0.4775 0.4735 0.4815 3.2e-05 6.41299e-05
1082208 41784497 -0.000296497 49641 m2 0.166 0.159 0.173 5.6e-05 0.000353934
739192 40258555 0.00151515 47828 m2 0.477 0.673 0.281 -0.001568 0.15399
684494 17982446 -0.00130076 21365 m2 0.51625 0.733 0.2995 -0.001734 0.188121
623666 17725405 -0.000175293 21060 m2 0.50925 0.722 0.2965 -0.001702 0.181112
282578 40749938 0.00105947 48412 m2 0.05825 0.0755 0.041 -0.000138 0.00542434
449909 40890926 0.00120343 48580 m2 0.31775 0.3195 0.316 -1.4e-05 1.41269e-05
773100 5199473 0.000997668 6175 m2 0.4975 0.7 0.295 -0.00162 0.164029
772529 37922574 -0.00379717 45051 m2 0.4975 0.7 0.295 -0.00162 0.164029
308179 40395957 0.000998195 47991 m2 0.24075 0.241 0.2405 -2e-06 3.41923e-07
1365769 26153673 -0.00273056 31075 m2 0.38 0.2135 0.5465 0.001332 0.117667
1118926 41709908 0.00129575 49552 m2 0.104 0.099 0.109 4e-05 0.000268286
1364346 41610599 -0.00194496 49434 m2 0.13075 0.1855 0.076 -0.000438 0.0263744
538509 41738798 -0.000980923 49586 m2 0.155 0.1765 0.1335 -0.000172 0.0035293
1433304 36248874 -0.00159305 43064 m2 0.496 0.703 0.289 -0.001656 0.171407
663465 41596456 0.00108623 49417 m2 0.0725 0.101 0.044 -0.000228 0.0120792
1569043 39537297 -0.00102823 46970 m2 0.11725 0.13 0.1045 -0.000102 0.00157062
1820408 39221402 -0.000568318 46594 m2 0.434 0.4265 0.4415 6e-05 0.00022899
1484039 20781217 -0.000622561 24690 m2 0.499 0.696 0.302 -0.001576 0.155237
739621 11181867 0.000317035 13285 m2 0.4975 0.7 0.295 -0.00162 0.164029
769136 24350822 0.00365858 28931 m2 0.5025 0.3 0.705 0.00162 0.164029
725406 31832014 0.00292834 37819 m2 0.61625 0.6135 0.619 2.2e-05 3.19786e-05
1386275 20955061 -0.00083679 24895 m2 0.38 0.2135 0.5465 0.001332 0.117667
1801631 40445093 -0.00393184 48049 m2 0.589 0.5625 0.6155 0.000212 0.00290091
112230 40928489 -0.000643854 48624 m2 0.13875 0.1495 0.128 -8.6e-05 0.000967063
326298 40592287 0.000622287 48224 m2 0.74875 0.784 0.7135 -0.000282 0.00660504
628050 37544794 0.000351733 44602 m2 0.50925 0.722 0.2965 -0.001702 0.181112
554049 41927697 -0.00229683 49812 m2 0.0805 0.061 0.1 0.000156 0.00513714
1206408 41341350 0.00125386 49115 m2 0.107 0.1135 0.1005 -5.2e-05 0.000442172
651132 39367312 0.00218906 46768 m2 0.18475 0.2655 0.104 -0.000646 0.0432922
122197 39429727 -0.00233616 46842 m2 0.64075 0.654 0.6275 -0.000106 0.000762687
1453126 15167658 0.000993045 18023 m2 0.496 0.703 0.289 -0.001656 0.171407
651839 36615261 0.00140336 43498 m2 0.50925 0.722 0.2965 -0.001702 0.181112
749641 41234487 -0.000915754 48988 m2 0.39775 0.564 0.2315 -0.00133 0.115382
369626 41994287 -0.000607255 49891 m2 0.05375 0.0735 0.034 -0.000158 0.0076692
1432845 13771306 0.0016135 16364 m2 0.496 0.703 0.289 -0.001656 0.171407
1436944 39271342 0.00025281 46654 m2 0.479 0.678 0.28 -0.001592 0.158684
1353383 18011447 0.00152958 21400 m2 0.62 0.7865 0.4535 -0.001332 0.117667
783464 8616436 0.00114901 10235 m2 0.4975 0.7 0.295 -0.00162 0.164029
1432667 32541094 0.00160193 38660 m2 0.504 0.297 0.711 0.001656 0.171407
642442 31140246 0.000771274 36997 m2 0.50925 0.722 0.2965 -0.001702 0.181112
48734 41477586 0.00065248 49276 m2 0.0935 0.1035 0.0835 -8e-05 0.00117983
1430426 38891832 0.0025926 46203 m2 0.496 0.703 0.289 -0.001656 0.171407
1824512 40119587 -0.00417834 47663 m2 0.6795 0.668 0.691 9.2e-05 0.000607265
1383898 9883501 -0.000169333 11743 m2 0.38 0.2135 0.5465 0.001332 0.117667
1056332 41117268 -0.00224868 48848 m2 0.23 0.221 0.239 7.2e-05 0.000457369
1373035 11253613 0.00036767 13370 m2 0.62 0.7865 0.4535 -0.001332 0.117667
1379984 10493136 0.0020925 12466 m2 0.38 0.2135 0.5465 0.001332 0.117667
1520847 41422824 -0.00258871 49211 m2 0.167 0.173 0.161 -4.8e-05 0.000258786
658606 33711893 -0.00170223 40050 m2 0.49075 0.278 0.7035 0.001702 0.181112
1381278 19363062 -0.000196793 23006 m2 0.62 0.7865 0.4535 -0.001332 0.117667
1421036 13621010 0.0012203 16185 m2 0.496 0.703 0.289 -0.001656 0.171407
750281 3711483 0.000883326 4408 m2 0.5025 0.3 0.705 0.00162 0.164029
1056034 41621400 -0.00034413 49447 m2 0.10875 0.123 0.0945 -0.000114 0.00209508
638530 16407364 -0.00268872 19495 m2 0.49075 0.278 0.7035 0.001702 0.181112
1333448 41817652 -0.000103822 49680 m2 0.1135 0.11 0.117 2.8e-05 0.000121748
1943426 41873107 0.00300218 49747 m2 0.10075 0.0815 0.12 0.000154 0.00409012
645977 19866615 -0.00249164 23603 m2 0.50925 0.722 0.2965 -0.001702 0.181112
648775 15815441 0.000316225 18792 m2 0.49075 0.278 0.7035 0.001702 0.181112
1239395 41492518 0.00225594 49294 m2 0.127 0.141 0.113 -0.000112 0.00176782
1475233 25878685 0.00123269 30748 m2 0.501 0.304 0.698 0.001576 0.155237
141283 25967449 0.00223776 30854 m2 0.357 0.3575 0.3565 -4e-06 1.08908e-06
664265 11849724 0.00174834 14078 m2 0.48375 0.267 0.7005 0.001734 0.188121
1202695 39438672 0.000517869 46853 m2 0.57425 0.594 0.5545 -0.000158 0.00159543
52152 40485386 -0.000826436 48097 m2 0.9295 0.952 0.907 -0.00018 0.0077255
634709 17931334 -0.00275806 21304 m2 0.49075 0.278 0.7035 0.001702 0.181112
636282 9293921 -0.000462406 11041 m2 0.50925 0.722 0.2965 -0.001702 0.181112
780786 9243952 -0.00133299 10981 m2 0.5025 0.3 0.705 0.00162 0.164029
1718586 40045130 9.93945e-05 47575 m2 0.34125 0.349 0.3335 -6.2e-05 0.000267184
1799775 40776578 0.00346702 48443 m2 0.53425 0.511 0.5575 0.000186 0.00217244
260022 41627142 -5.01819e-05 49453 m2 0.073 0.096 0.05 -0.000184 0.00781723
1511984 41494109 0.00139219 49296 m2 0.08025 0.0925 0.068 -9.8e-05 0.00203309
742357 19181866 -0.00302783 22790 m2 0.5025 0.3 0.705 0.00162 0.164029
676507 20558455 -0.000734187 24425 m2 0.48375 0.267 0.7005 0.001734 0.188121
891874 41685475 -0.00100419 49523 m2 0.082 0.0795 0.0845 2e-05 8.30278e-05
661633 36540438 -0.00130252 43409 m2 0.407 0.5825 0.2315 -0.001404 0.127616
1484770 20528904 0.0025987 24390 m2 0.499 0.696 0.302 -0.001576 0.155237
1858024 37394366 0.000851392 44423 m2 0.62825 0.6115 0.645 0.000134 0.00120129
1068440 40497642 -0.00166147 48112 m2 0.29525 0.31 0.2805 -0.000118 0.00104558
641079 41488511 0.000718613 49289 m2 0.12 0.0615 0.1785 0.000468 0.0324077
1140701 40122875 0.00398114 47667 m2 0.09275 0.0745 0.111 0.000146 0.00395808
267868 41906900 -0.00104551 49787 m2 0.0715 0.0655 0.0775 4.8e-05 0.000542269
1877351 40417425 0.00122284 48017 m2 0.4905 0.5105 0.4705 -0.00016 0.00160058
1372919 38893782 -0.00213321 46205 m2 0.573 0.723 0.423 -0.0012 0.0919602
1390720 31483158 0.000521338 37404 m2 0.38 0.2135 0.5465 0.001332 0.117667
433144 41493869 0.00214268 49295 m2 0.0835 0.0715 0.0955 9.6e-05 0.00188167
1370794 12766493 -0.00088406 15169 m2 0.62 0.7865 0.4535 -0.001332 0.117667
1368492 20716461 -0.00142836 24612 m2 0.62 0.7865 0.4535 -0.001332 0.117667
656427 39596776 -0.00174105 47041 m2 0.08375 0.1215 0.046 -0.000302 0.018571
782865 4633258 -0.00339039 5501 m2 0.4975 0.7 0.295 -0.00162 0.164029
1312801 34490373 -0.00255369 40975 m2 0.3985 0.3405 0.4565 0.000464 0.0140343
769804 14138755 0.000554395 16800 m2 0.5025 0.3 0.705 0.00162 0.164029
1327828 36716826 0.000629912 43618 m2 0.8325 0.832 0.833 4e-06 1.79284e-06
1221612 38693752 0.00074478 45965 m2 0.86 0.809 0.911 0.000408 0.021603
1420062 19739793 -0.00122337 23452 m2 0.504 0.297 0.711 0.001656 0.171407
1376563 40619367 -0.00181852 48257 m2 0.14575 0.1705 0.121 -0.000198 0.00491991
656232 14599376 0.00297506 17347 m2 0.50925 0.722 0.2965 -0.001702 0.181112
907075 38751521 -0.0014132 46035 m2 0.49525 0.515 0.4755 -0.000158 0.00156039
758903 34059761 0.0053347 40463 m2 0.5025 0.3 0.705 0.00162 0.164029
