sim_gen inv_id mut_id qtn_gen_origin qtn_pos qtn_selCoef qtn_dom 
2000 5372 170707 1503 1.43839e+06 -0.00432529 0
2000 65709 171246 171 421189 0.00275038 0
2000 155542 171832 893 483803 0.00115502 0
2000 17029 163878 1676 689125 0.0043883 0
2000 17029 168730 348 689726 -0.00459148 0
2000 38234 157737 1096 1.26766e+06 -0.00336597 0
2000 38234 157752 893 1.26339e+06 -0.00123179 0
2000 26746 172075 1337 684990 -0.00211894 0
2000 26746 168930 581 685301 -0.000925762 0
2000 26746 158848 893 689064 -0.00238635 0
2000 26746 157644 1516 690656 0.00243082 0
2000 26746 172255 87 695840 -0.000494849 0
2000 152067 166773 1330 1.9215e+06 -3.16695e-05 0
2000 152067 170725 348 1.91241e+06 0.00254491 0
2000 152067 170083 893 1.94066e+06 0.000422828 0
2000 152067 170632 87 1.95155e+06 0.000507312 0
2000 152067 169720 885 1.91676e+06 -0.00203476 0
2200 5372 175402 1671 1.4321e+06 -0.00147738 0
2200 5372 189422 348 1.43663e+06 -0.000125112 0
2200 5372 174981 1222 1.44672e+06 0.00232053 0
2200 5372 187504 885 1.43371e+06 -0.00091658 0
2200 5372 189496 1136 1.44204e+06 -0.00236041 0
2200 5372 189153 545 1.43618e+06 0.000262227 0
2200 155542 189135 1642 483983 -0.00368354 0
2200 26746 189255 1979 690391 -0.00146532 0
2200 26746 189488 2101 689179 -0.0031435 0
2200 26746 189219 1151 688437 -0.000648822 0
2200 152067 189173 171 1.95299e+06 -0.00243188 0
2200 152067 185632 1671 1.93498e+06 0.0018177 0
2200 152067 189551 696 1.92624e+06 -0.000488845 0
2200 165783 186335 1979 323063 0.00113764 0
2200 165783 187353 2101 344991 -0.00196991 0
2400 114688 190805 691 1.27077e+06 0.00392945 0
2400 5372 200080 1776 1.43141e+06 0.000763344 0
2400 5372 200424 1735 1.42745e+06 0.00203405 0
2400 5372 198688 2199 1.45042e+06 -0.00345046 0
2400 5372 195268 87 1.4378e+06 0.000708436 0
2400 5372 193149 1901 1.45713e+06 -0.000458667 0
2400 5372 204744 1092 1.43003e+06 5.94435e-05 0
2400 5372 206501 875 1.44201e+06 0.00535367 0
2400 48258 206601 830 987080 -0.00384865 0
2400 48258 205866 1180 967258 -0.000380916 0
2400 48258 206634 1671 997566 0.00242813 0
2400 26746 196917 2178 690429 0.000191238 0
2400 26746 193433 1948 687487 -0.000407106 0
2400 26746 200403 2224 678460 0.00255848 0
2400 26746 205975 2374 690771 0.00147618 0
2400 26746 202369 2101 686937 0.00257984 0
2400 26746 205656 1605 693152 0.000747411 0
2400 152067 196416 348 1.94877e+06 0.00177331 0
2400 152067 206503 989 1.93515e+06 -0.000205078 0
2400 152067 206527 893 1.9383e+06 0.000830059 0
2400 165783 205480 893 333898 -0.00155591 0
2400 165783 195190 519 313778 -0.00135445 0
2400 165783 202476 87 313700 0.000897911 0
2600 5372 217969 2349 1.42918e+06 0.00171035 0
2600 5372 222781 893 1.44821e+06 -0.00204442 0
2600 155542 220031 1671 485805 0.00413217 0
2600 155542 222936 2185 486659 -0.000602321 0
2600 48258 223099 2349 965990 0.000143998 0
2600 26746 223095 2224 688745 0.00212824 0
2600 26746 217659 483 675815 -0.00366003 0
2600 26746 223641 1676 685311 -0.000145297 0
2600 26746 222010 87 674001 0.00162307 0
2600 26746 223728 1092 677886 0.000355787 0
2600 152067 222972 1642 1.93836e+06 0.000445699 0
2600 221953 219077 691 825210 -0.00515828 0
2800 5372 237116 483 1.4274e+06 0.00211152 0
2800 5372 239809 1605 1.43844e+06 0.00131877 0
2800 5372 230817 348 1.43767e+06 0.000565297 0
2800 5372 240315 893 1.45073e+06 -0.00139013 0
2800 214769 241192 3 722232 0.00111641 0
2800 155542 240913 171 487142 -0.000900302 0
2800 216700 229351 2415 1.9715e+06 -0.00219721 0
2800 26746 228745 1603 670702 -0.00192573 0
2800 207405 236377 171 764248 -0.002987 0
2800 207405 241180 1671 762661 0.00186926 0
2800 225503 240934 1330 839506 -3.51756e-05 0
2800 221953 240362 87 831759 0.000818613 0
2800 149805 238348 1671 1.89886e+06 -0.000403341 0
2800 236063 241148 1330 1.63141e+06 0.00360642 0
2800 216359 241026 2472 436835 -0.000635481 0
3000 5372 257934 1330 1.43477e+06 -0.000304998 0
3000 221536 257414 1671 1.43658e+06 0.00258289 0
3000 221536 257514 348 1.42526e+06 0.000146111 0
3000 221536 258194 581 1.45028e+06 -0.000325244 0
3000 155542 256593 1671 495472 0.0014161 0
3000 48258 256365 2144 974512 0.0003814 0
3000 26746 257159 348 673675 0.00244241 0
3000 26746 252159 893 691451 -0.00412268 0
3000 207405 255865 2144 767700 0.00147251 0
3000 207405 257697 171 757564 -0.00206612 0
3000 207405 248803 1676 768838 -0.00232057 0
3000 207405 257602 348 778788 -1.75285e-06 0
3000 161844 258241 3 1.42896e+06 0.00330734 0
3000 230092 258109 691 1.62949e+06 -0.00197794 0
3000 230092 257909 171 1.62599e+06 0.000174302 0
3000 230092 258230 1755 1.66845e+06 -0.00207283 0
3200 5372 264506 3 1.44168e+06 -0.00306137 0
3200 5372 267642 171 1.43778e+06 0.000680778 0
3200 5372 275385 2278 1.45273e+06 -0.00131087 0
3200 221536 261169 1996 1.43083e+06 0.00280983 0
3200 273077 269991 2867 671357 0.000737424 0
3200 210729 271946 3135 214809 0.00149775 0
3200 26746 274524 2278 692710 -0.00141184 0
3200 207405 268068 2415 745349 0.00221287 0
3200 165783 275363 2033 333977 0.0024882 0
3200 149805 275295 171 1.89914e+06 -0.00257219 0
3200 274284 275384 581 1.23916e+06 0.00145408 0
3400 290389 278223 1996 1.77034e+06 0.00178543 0
3400 5372 291586 171 1.42582e+06 -0.000120188 0
3400 5372 284916 2971 1.45226e+06 0.00134329 0
3400 221536 290850 3070 1.43933e+06 -0.000736636 0
3400 221536 289417 2971 1.43694e+06 0.00353825 0
3400 155542 286215 830 487280 0.00252466 0
3400 26746 292369 2004 677248 -0.00334803 0
3400 207405 284101 2971 772350 0.0010108 0
3400 207405 287586 483 758290 0.00281529 0
3400 207405 280714 2933 753692 0.000180631 0
3400 207405 292218 2152 752796 -0.00164274 0
3400 207405 292496 348 770207 0.000908677 0
3400 207405 292596 581 767843 -0.00106566 0
3400 207405 292224 893 763230 0.00411057 0
3400 149805 289578 3 1.89741e+06 0.00238751 0
3600 5372 294095 3337 1.44655e+06 -0.000932323 0
3600 210729 303327 3559 217400 0.000938179 0
3600 210729 309779 3160 225104 -0.00270408 0
3600 210729 307619 1516 226925 -0.00306157 0
3600 26746 309508 1996 681942 -0.000176112 0
3600 207405 309044 1996 768156 0.00100806 0
3600 207405 297245 1671 775011 0.00266579 0
3600 207405 302989 2971 770937 -0.00102082 0
3600 207405 308376 348 746388 -0.00252879 0
3600 305013 306134 830 1.61749e+06 0.00239413 0
3800 5372 326064 1996 1.44924e+06 0.00197383 0
3800 155542 326829 3 491908 -0.000979157 0
3800 155542 326416 1996 486973 0.000497781 0
3800 210729 326435 171 220205 -0.000620981 0
3800 210729 324587 2420 219926 -0.00180331 0
3800 210729 325828 3509 234264 0.00100765 0
3800 210729 313527 3322 220044 -0.00325746 0
3800 210729 326889 2881 226946 0.000897421 0
3800 210729 326931 2933 236215 -0.00303473 0
3800 307937 326846 3438 947760 0.00359957 0
3800 26746 312371 1996 689172 0.000162782 0
3800 26746 316320 171 682354 0.00259958 0
3800 26746 316583 1676 689070 0.00200772 0
3800 26746 322583 3074 673660 0.00207154 0
3800 26746 326875 2152 675621 0.000749308 0
3800 26746 326898 1096 690883 0.00124129 0
3800 26746 326923 3296 672073 -0.00148939 0
3800 26746 326932 348 681724 -0.00288288 0
3800 26746 326941 893 682379 0.000985296 0
3800 207405 325144 3438 764718 0.00248694 0
3800 207405 326582 3657 778486 0.0010225 0
3800 207405 321423 171 772511 0.00239215 0
3800 207405 326734 2420 777583 0.000324553 0
3800 207405 326513 3509 770339 -0.00319998 0
3800 274284 321480 2185 1.22524e+06 -0.00498865 0
3800 274284 326944 2971 1.23596e+06 0.00314133 0
3800 324873 322285 1996 1.25172e+06 -0.0008021 0
3800 316928 324411 1996 1.67001e+06 -0.000929235 0
4000 5372 331576 343 1.42476e+06 0.0012158 0
4000 5372 340673 3514 1.43654e+06 -0.000481891 0
4000 5372 337692 3074 1.44926e+06 -0.000220075 0
4000 5372 343816 2152 1.4578e+06 -0.000635436 0
4000 5372 343510 348 1.42284e+06 0.00138613 0
4000 5372 343997 893 1.44926e+06 0.00406699 0
4000 155542 327956 1996 488606 0.0010701 0
4000 155542 344193 171 494746 0.00020788 0
4000 210729 338027 3074 216998 0.00036487 0
4000 210729 343029 2152 228985 0.00407196 0
4000 210729 340989 348 237305 -0.000835061 0
4000 26746 335775 2415 672460 0.0013111 0
4000 26746 342394 3262 692397 -0.000710804 0
4000 26746 343918 2867 684234 0.0011685 0
4000 26746 335800 3680 680644 -0.000181244 0
4000 26746 344134 3816 688726 -0.000641895 0
4000 26746 344005 2152 670675 -0.00107037 0
4000 26746 343772 1605 691997 0.00120982 0
4000 207405 341331 1996 748640 0.00383609 0
4000 207405 333298 171 773877 -0.000877856 0
4000 207405 337693 2415 754761 0.00348998 0
4000 207405 341187 3262 754520 0.00170922 0
4000 207405 332619 2867 757381 0.000849501 0
4000 207405 343866 3680 775161 -0.00311465 0
4000 207405 344159 3816 773498 -0.000425641 0
4000 207405 343559 2152 771130 -0.000451205 0
4000 207405 344179 1605 757348 -0.00369676 0
4200 5372 345455 3074 1.44266e+06 0.00279714 0
4200 5372 355073 1096 1.42867e+06 0.000599737 0
4200 5372 360601 348 1.43484e+06 0.00044575 0
4200 5372 361005 893 1.438e+06 0.0047226 0
4200 5372 358404 2999 1.4413e+06 -0.00276604 0
4200 354335 360631 171 770899 0.00124669 0
4200 210729 353848 3711 232639 -0.00110381 0
4200 210729 358575 2427 215197 -0.000117955 0
4200 26746 360233 348 696433 0.000124544 0
4200 26746 356321 1332 675733 -0.000642919 0
4200 26746 354271 3348 693822 -0.00152766 0
4200 26746 357471 3839 677150 -0.00127458 0
4200 26746 360269 1092 674839 -0.000695041 0
4200 26746 359130 3919 677866 0.00411294 0
4200 26746 361230 1614 690220 0.00142131 0
4200 26746 361243 3714 669176 -0.000155036 0
4200 207405 348142 3 753847 -0.000337305 0
4200 207405 359275 1996 755305 -0.00103378 0
4200 207405 356787 2881 748287 0.00135097 0
4200 207405 361126 1330 769389 0.00404178 0
4200 207405 361174 2427 754664 0.00178895 0
4200 207405 361008 348 755078 0.00127789 0
4200 207405 360912 893 759210 -0.00108324 0
4200 207405 361194 1332 742744 0.000715881 0
4200 207405 361202 4188 776181 0.000411979 0
4200 207405 360712 1092 780092 0.00545718 0
4200 207405 360780 1536 751055 0.0013517 0
4200 207405 361256 1297 768809 0.00151165 0
4200 343693 361134 4070 628825 0.000839569 0
4400 5372 370833 2420 1.45309e+06 -0.000987708 0
4400 5372 378317 1075 1.44024e+06 0.00561867 0
4400 343693 375665 3438 630097 0.00196503 0
4400 334924 378127 1996 1.49375e+06 -0.000435239 0
4400 155542 373090 1996 495252 0.00213965 0
4400 155542 378320 171 496110 0.00414347 0
4400 210729 376623 2152 215492 -0.000651063 0
4400 210729 362604 3535 236725 -0.00232317 0
4400 210729 369492 3235 226221 -0.000495973 0
4400 210729 377699 3317 231093 9.2567e-05 0
4400 210729 374549 348 236699 -0.00144234 0
4400 210729 378131 893 231100 0.000687057 0
4400 210729 377934 3160 227874 0.00100142 0
4400 210729 378309 1516 216376 0.000677493 0
4400 26746 377814 1330 687714 0.000387451 0
4400 26746 374297 2152 679584 0.00153915 0
4400 26746 378059 3535 679819 -0.00215068 0
4400 26746 377521 3235 673541 0.00191866 0
4400 26746 377799 3317 690605 0.0014289 0
4400 26746 378342 348 690704 0.000216453 0
4400 207405 361801 1330 747913 -0.00107835 0
4400 207405 374611 3074 753072 -0.000743764 0
4400 207405 376816 2152 764932 0.00377487 0
4400 207405 377622 3535 777107 0.00229875 0
4400 207405 376330 3235 752125 0.00355492 0
4400 332612 372075 2152 1.85283e+06 -0.000210831 0
4400 332612 378108 348 1.88563e+06 -0.000771649 0
4400 332612 377748 893 1.86919e+06 0.00155095 0
4400 332612 378300 519 1.86004e+06 -0.00113255 0
4400 378370 376872 3110 243100 -0.00241429 0
4600 5372 394102 2867 1.45204e+06 -0.00334013 0
4600 5372 392435 343 1.44813e+06 0.0022553 0
4600 5372 390343 2152 1.43623e+06 -0.00137823 0
4600 5372 395410 1096 1.4476e+06 0.00296806 0
4600 343693 394255 3509 614563 0.00212488 0
4600 343693 395377 3514 630678 -0.00480279 0
4600 395161 390333 2867 1.22055e+06 0.00222336 0
4600 210729 380189 2152 226522 -0.000617224 0
4600 210729 395042 348 233313 -0.00119904 0
4600 210729 395236 893 231741 -0.000337384 0
4600 210729 395488 3785 217331 0.00330941 0
4600 210729 394192 3160 215316 0.00151785 0
4600 26746 392407 4565 669362 0.000409495 0
4600 26746 394644 4421 682538 -0.00168076 0
4600 26746 392627 348 681639 0.000256936 0
4600 26746 391855 893 689336 -0.00198609 0
4600 26746 390261 4316 694515 -0.000607825 0
4600 26746 394560 4266 677590 0.00244504 0
4600 26746 394229 1092 686141 -0.00222073 0
4600 26746 395462 662 691197 -0.00367769 0
4600 26746 395398 1297 694689 -2.26825e-05 0
4600 26746 395503 885 672567 0.00017739 0
4600 207405 395083 4299 745160 0.00179549 0
4600 207405 393090 3813 754992 0.00248433 0
4600 207405 392763 2867 741813 -0.00306814 0
4600 207405 395445 343 775694 -0.000439324 0
4600 207405 390257 2152 741827 0.00261652 0
4600 207405 395415 1096 774487 0.000476025 0
4600 207405 395001 348 767460 0.000227976 0
4600 207405 395169 893 775616 0.00105055 0
4600 207405 395305 4466 777354 0.00018054 0
4600 359047 383834 3875 1.17955e+06 -0.00156895 0
4800 5372 412577 3247 1.45557e+06 0.000796677 0
4800 5372 412413 3514 1.42401e+06 0.000889948 0
4800 5372 412611 2933 1.44674e+06 0.00156743 0
4800 5372 412630 2427 1.45428e+06 -0.00210106 0
4800 343693 412495 2971 633724 0.000500384 0
4800 343693 411290 2881 636373 -0.000787688 0
4800 210729 412462 893 226425 0.00383723 0
4800 210729 411709 1332 219979 0.0011765 0
4800 210729 412556 3160 228725 0.00216544 0
4800 210729 409749 1516 220948 0.000620819 0
4800 210729 412579 1822 223449 0.00194961 0
4800 210729 411308 4112 225006 0.00270639 0
4800 406480 412583 171 919939 0.000979062 0
4800 406480 412505 3247 939974 -0.00106013 0
4800 26746 411582 2933 671630 -0.0011825 0
4800 26746 411883 348 684293 -0.00117022 0
4800 26746 411811 893 692670 -0.000185742 0
4800 26746 402043 3785 676071 0.000409394 0
4800 26746 409973 3348 684795 -0.00178762 0
4800 26746 404219 87 688166 0.000852075 0
4800 26746 411707 1092 673191 0.000606405 0
4800 26746 412221 1536 673323 0.00166429 0
4800 26746 410200 662 669834 0.00209401 0
4800 26746 411998 1297 683154 0.000646156 0
4800 26746 412267 885 678112 -0.00239037 0
4800 207405 405322 3594 766548 -0.0023489 0
4800 207405 409236 3247 751302 0.00156881 0
4800 207405 410950 3514 775701 -0.0014541 0
4800 207405 409281 2933 763209 -0.00304766 0
4800 207405 412592 2427 774935 -0.00020698 0
4800 359047 412350 3594 1.17857e+06 0.000351583 0
4800 332612 403333 4278 1.86443e+06 -0.00272945 0
4800 410460 411778 171 958082 -0.000873667 0
4800 412312 409881 3509 426138 0.00292918 0
5000 5372 417941 2867 1.435e+06 0.00128632 0
5000 5372 415463 1671 1.42570e+06 -0.00144895 0
5000 5372 428970 4278 1.45445e+06 0.00146851 0
5000 5372 427139 2152 1.45231e+06 0.00190311 0
5000 5372 428540 4859 1.44852e+06 4.88202e-05 0
5000 5372 423658 348 1.42946e+06 -0.00160017 0
5000 5372 428290 893 1.44345e+06 -0.00071686 0
5000 5372 429718 1332 1.44341e+06 0.00288357 0
5000 396676 413697 4812 69587 0.0026154 0
5000 396676 414038 2427 63125 0.000729041 0
5000 210729 427486 2152 223974 -0.00042971 0
5000 210729 425373 4859 224273 -0.00566908 0
5000 210729 429850 3317 232773 -0.00226101 0
5000 210729 426753 348 230981 -0.00169692 0
5000 210729 428909 893 216295 0.00352833 0
5000 210729 429101 3785 216115 -0.0010973 0
5000 210729 429912 3160 227150 0.000211618 0
5000 210729 429684 1516 226322 -0.00432995 0
5000 26746 429905 2152 684886 -0.000582643 0
5000 26746 427782 4859 673770 0.000159662 0
5000 26746 425774 3317 679885 -0.00243041 0
5000 26746 429736 348 687195 0.000917551 0
5000 26746 428907 893 686211 -0.00172076 0
5000 207405 426485 3813 772549 0.00045122 0
5000 207405 429740 2881 746421 0.000693344 0
5000 386198 427614 2940 826562 -0.000611398 0
5000 422709 428934 4833 892990 -0.000377627 0
5000 429404 428698 3110 875747 -0.00133719 0
5200 5372 443958 3594 1.43530e+06 -6.22248e-05 0
5200 5372 446470 1671 1.4215e+06 -0.00223658 0
5200 5372 433771 4278 1.43664e+06 0.00106638 0
5200 5372 445502 2427 1.44513e+06 -0.00157056 0
5200 5372 446811 3074 1.43097e+06 8.55199e-05 0
5200 343693 445935 4572 622168 0.00030283 0
5200 396676 436625 5000 56495 0.00105533 0
5200 210729 444555 4278 237330 -0.00214856 0
5200 210729 446813 2427 227788 -3.72426e-05 0
5200 382500 436405 1996 527407 0.00171859 0
5200 382500 446457 4971 543486 0.00201462 0
5200 26746 439053 1671 680859 0.00133592 0
5200 26746 440992 4278 681756 0.000324763 0
5200 26746 442315 3074 680756 -0.00113111 0
5200 26746 446850 2152 677400 0.00464459 0
5200 26746 446894 348 669552 -0.00324562 0
5200 26746 444227 893 685862 0.00163197 0
5200 26746 445815 3160 696068 -0.000698796 0
5200 207405 446523 4572 767364 0.000313736 0
5200 207405 445920 3509 778168 0.000686891 0
5200 207405 446743 2867 776026 0.00446921 0
5200 409225 446458 1996 1.32945e+06 -0.00221088 0
5200 359047 440548 4572 1.17905e+06 0.000576333 0
5200 359047 436987 2940 1.18266e+06 0.000716867 0
5200 359047 444981 1671 1.19097e+06 -0.000613699 0
5200 332612 447025 5081 1.84126e+06 0.00177892 0
5200 435448 439154 4268 1.57617e+06 -0.00435629 0
5400 446831 463009 5129 816023 0.00147153 0
5400 5372 460504 3509 1.45611e+06 0.00296764 0
5400 5372 461763 4812 1.43404e+06 -0.00290048 0
5400 5372 459514 5000 1.42721e+06 0.000109164 0
5400 5372 457560 2152 1.44907e+06 -0.0017396 0
5400 5372 463686 893 1.44567e+06 0.000344077 0
5400 5372 458715 3785 1.43349e+06 -0.000143528 0
5400 5372 464212 3160 1.4347e+06 -0.00128494 0
5400 5372 447533 1516 1.42191e+06 8.90895e-05 0
5400 5372 464112 3928 1.43259e+06 0.000533831 0
5400 5372 463763 1822 1.44432e+06 0.000689327 0
5400 5372 464235 1536 1.4567e+06 0.00158887 0
5400 343693 464278 4812 611642 0.00274359 0
5400 343693 463708 5000 622520 0.00253675 0
5400 343693 464196 2881 620137 0.00109271 0
5400 396676 452721 4812 54538 -0.00304782 0
5400 396676 464236 5000 85784 -0.00195458 0
5400 396676 462639 3074 61879 0.000559156 0
5400 155542 464313 4924 492576 -0.00372449 0
5400 210729 463716 4278 228174 -0.000118372 0
5400 210729 459482 5015 220236 -0.00095219 0
5400 210729 448110 348 226765 0.00156108 0
5400 210729 463868 893 222929 0.00186598 0
5400 210729 461605 3160 216138 0.000998293 0
5400 210729 464103 1516 218349 -0.000353141 0
5400 382500 449792 3110 539433 -0.00173083 0
5400 382500 451086 1996 535034 -0.00289293 0
5400 382500 455949 2940 523945 0.000564008 0
5400 382500 462504 4278 536367 -0.000332269 0
5400 382500 459015 2881 528106 -0.000219948 0
5400 26746 458321 3785 678241 -0.00148239 0
5400 26746 458674 3160 669665 0.00358726 0
5400 26746 454056 1516 687840 0.00163258 0
5400 26746 462444 3928 669864 0.00209967 0
5400 26746 464000 1822 696175 0.00132815 0
5400 26746 462251 3388 678668 0.000632305 0
5400 26746 463129 1297 693362 -0.00211754 0
5400 26746 464133 2842 685761 0.00556517 0
5400 26746 464322 2703 673023 0.00179007 0
5400 26746 464332 796 689974 -0.0015955 0
5400 26746 464342 4331 674619 0.00179974 0
5400 207405 457737 5316 778538 -0.00167381 0
5400 207405 463263 1671 743598 -0.00151334 0
5400 207405 461211 4278 776541 -0.000318137 0
5400 207405 464096 348 771072 -0.00108837 0
5400 386198 464282 5316 823661 0.000202532 0
5400 386198 463829 1671 812833 0.00101012 0
5400 386198 463924 4278 813368 0.00294256 0
5400 386198 463898 348 824056 0.000182937 0
5400 386198 464275 893 815525 -0.0016613 0
5600 5372 479429 4572 1.42932e+06 0.00121394 0
5600 5372 476410 2933 1.43346e+06 -0.000748452 0
5600 5372 471588 2427 1.43768e+06 0.000773967 0
5600 5372 475323 893 1.43858e+06 0.0029339 0
5600 5372 481343 3160 1.43175e+06 -0.000165305 0
5600 5372 480589 1516 1.43045e+06 0.000782365 0
5600 5372 481177 3928 1.44104e+06 0.000843439 0
5600 5372 481481 1822 1.42906e+06 0.00245065 0
5600 5372 481442 87 1.43037e+06 -0.00073262 0
5600 343693 473924 5076 633925 0.00158898 0
5600 343693 468387 3509 624950 -0.00016769 0
5600 343693 481359 4812 613896 0.0017681 0
5600 396676 474411 4812 53316 -0.000683332 0
5600 155542 481517 5413 485681 0.00304636 0
5600 210729 475692 2427 223715 0.00387174 0
5600 210729 479820 3074 236302 -0.0028001 0
5600 210729 481547 1096 216125 0.00280431 0
5600 382500 481387 1996 542687 -0.000394465 0
5600 382500 480054 5076 535055 0.00074747 0
5600 382500 481425 3509 537134 -0.00116688 0
5600 26746 476078 5000 681739 -0.000461241 0
5600 26746 465841 3074 691870 0.0040511 0
5600 26746 481195 1096 690007 0.00275569 0
5600 26746 480991 348 689386 0.00393427 0
5600 26746 481386 893 693749 -0.00162161 0
5600 26746 480736 5211 679194 0.00268468 0
5600 26746 481349 3785 683568 0.00220887 0
5600 26746 480920 4507 677065 -0.00289714 0
5600 26746 481318 3160 686019 0.00604297 0
5600 26746 481499 1516 686299 -0.000459004 0
5600 207405 479901 171 758611 0.000661817 0
5600 207405 481398 4572 758102 -0.00226001 0
5600 207405 480456 3509 753494 -0.000819864 0
5600 207405 481094 2933 751455 6.80796e-06 0
5600 207405 481421 2427 754910 -0.00263562 0
5600 386198 480153 1996 824260 -0.00252582 0
5600 386198 480491 5076 818823 0.00136646 0
5800 5372 497770 1671 1.45666e+06 0.0014118 0
5800 5372 498825 4278 1.43638e+06 0.000775236 0
5800 5372 498838 2427 1.43738e+06 -0.0018759 0
5800 5372 498876 5501 1.45444e+06 -4.57547e-05 0
5800 343693 498812 3509 631969 -0.000699148 0
5800 343693 498754 4812 632851 0.00202869 0
5800 396676 490547 4812 49623 0.00182856 0
5800 396676 498271 5000 54018 -0.0036002 0
5800 396676 497944 2427 60531 0.000598098 0
