inv_id sim_gen inv_originGen inv_pos inv_end inv_length 
172079 2000 1996 1889875 1896157 6283
165783 2000 1922 313193 360757 47565
157740 2000 1829 1118558 1160420 41863
160465 2000 1860 1817945 1852081 34137
169560 2000 1967 1445681 1493541 47861
166184 2000 1927 1518279 1528655 10377
161844 2000 1876 1423544 1448469 24926
171329 2000 1988 634617 641965 7349
169337 2000 1964 914476 960652 46177
159952 2000 1854 856205 882545 26341
170682 2000 1980 201731 246035 44305
172265 2000 1998 500693 541625 40933
172360 2000 1999 233379 256342 22964
187703 2200 2178 1601287 1626487 25201
181459 2200 2105 1683311 1699374 16064
178927 2200 2075 509717 533401 23685
184021 2200 2135 465035 467171 2137
185670 2200 2154 1678865 1697204 18340
186592 2200 2165 646150 652775 6626
189385 2200 2197 1724660 1749314 24655
180715 2200 2096 909750 947635 37886
188852 2200 2191 1007715 1011354 3640
177951 2200 2064 1124877 1159731 34855
185482 2200 2152 1345701 1385194 39494
187104 2200 2171 635369 661107 25739
187440 2200 2175 1996873 1999650 2778
186682 2200 2166 840989 854353 13365
189218 2200 2195 1783832 1792875 9044
189311 2200 2196 413626 422985 9360
189384 2200 2197 1920753 1952265 31513
189382 2200 2197 2009766 2058539 48774
189386 2200 2197 1419017 1456884 37868
206382 2400 2396 110198 124807 14610
201743 2400 2342 16945 50667 33723
206304 2400 2395 1861962 1896905 34944
205318 2400 2384 1175249 1189322 14074
201656 2400 2341 531965 572068 40104
204047 2400 2369 1842988 1879141 36154
200117 2400 2323 616553 654309 37757
197712 2400 2294 674699 679364 4666
205231 2400 2383 1464754 1496892 32139
205055 2400 2381 2047179 2067251 20073
206455 2400 2397 1040787 1066946 26160
206554 2400 2398 737171 742533 5363
206552 2400 2398 1301712 1307494 5783
206553 2400 2398 2028451 2036369 7919
206635 2400 2399 132806 140341 7536
221536 2600 2572 1421713 1455327 33615
214769 2600 2493 710387 754383 43997
220215 2600 2556 1381310 1384300 2991
210729 2600 2446 214307 238046 23740
218150 2600 2532 758707 771125 12419
216700 2600 2515 1953364 1987414 34051
207405 2600 2408 741620 780979 39360
221953 2600 2577 819257 853459 34203
223683 2600 2597 732375 771993 39619
218456 2600 2536 430439 474852 44414
216359 2600 2511 403465 438771 35307
216798 2600 2516 1458694 1467834 9141
221698 2600 2574 1068047 1083290 15244
220980 2600 2565 728877 763024 34148
222439 2600 2582 326400 326887 488
223107 2600 2590 1319617 1359056 39440
222784 2600 2586 2020893 2057086 36194
223365 2600 2593 1235359 1267739 32381
223770 2600 2598 1727113 1767757 40645
223863 2600 2599 383944 393934 9991
239266 2800 2778 821213 823889 2677
238767 2800 2772 739609 742804 3196
241110 2800 2798 1437476 1443554 6079
241109 2800 2798 1053912 1078499 24588
225503 2800 2618 804100 845526 41427
236063 2800 2741 1608670 1649623 40954
239104 2800 2776 501980 508841 6862
239523 2800 2781 39317 39921 605
239881 2800 2785 1207859 1257187 49329
230092 2800 2671 1620447 1668917 48471
238280 2800 2767 2059861 2073678 13818
240622 2800 2793 404778 434303 29526
240925 2800 2796 525021 529711 4691
240922 2800 2796 1577236 1596945 19710
241016 2800 2797 1262999 1287172 24174
241108 2800 2798 26649 38177 11529
241209 2800 2799 942147 964473 22327
241210 2800 2799 706391 741716 35326
241211 2800 2799 111283 136391 25109
241212 2800 2799 1430310 1448017 17708
241213 2800 2799 1265271 1293163 27893
250937 3000 2914 111916 113125 1210
257201 3000 2987 2048661 2096745 48085
258141 3000 2998 1536192 1574689 38498
247850 3000 2877 435186 442376 7191
257031 3000 2985 1164852 1183770 18919
250016 3000 2903 1829517 1843903 14387
254695 3000 2958 356629 378099 21471
248442 3000 2884 2007891 2027556 19666
257550 3000 2991 1954922 1959050 4129
253532 3000 2944 2043854 2083021 39168
242959 3000 2819 330764 375208 44445
256090 3000 2974 55383 68773 13391
258140 3000 2998 1303498 1336051 32554
254693 3000 2958 48703 63691 14989
256775 3000 2982 558586 559291 706
257549 3000 2991 1867331 1875398 8068
257902 3000 2995 328455 359803 31349
257817 3000 2994 1575825 1591472 15648
257987 3000 2996 1250124 1278333 28210
258060 3000 2997 1376905 1385108 8204
258059 3000 2997 2029985 2066034 36050
258246 3000 2999 802448 842791 40344
264444 3200 3071 963662 973032 9371
272572 3200 3166 1753346 1794008 40663
273077 3200 3172 660222 681555 21334
268942 3200 3124 1313220 1316335 3116
267185 3200 3104 2031756 2041301 9546
259334 3200 3012 1742217 1753929 11713
270664 3200 3144 46471 88753 42283
274394 3200 3187 613858 645304 31447
274021 3200 3183 253900 296372 42473
272988 3200 3171 930349 966915 36567
274284 3200 3186 1206430 1253750 47321
272650 3200 3167 942557 960293 17737
271942 3200 3159 245436 272500 27065
275442 3200 3199 1342419 1347684 5266
275443 3200 3199 793645 794491 847
275444 3200 3199 1280901 1299760 18860
275445 3200 3199 1973425 1999230 25806
290389 3400 3373 1752402 1795728 43327
288935 3400 3357 2021147 2056911 35765
290128 3400 3370 1922651 1958788 36138
292163 3400 3394 913542 925873 12332
291446 3400 3386 1681714 1696663 14950
276043 3400 3206 80133 89860 9728
290464 3400 3374 2021391 2045230 23840
280210 3400 3255 664098 691805 27708
290887 3400 3379 944661 948299 3639
290204 3400 3371 1847366 1897179 49814
292000 3400 3392 1887878 1893725 5848
283632 3400 3296 2059592 2096911 37320
285324 3400 3315 52026 98132 46107
291120 3400 3382 974295 986150 11856
289842 3400 3367 122037 166070 44034
291730 3400 3389 1412026 1444217 32192
292530 3400 3398 973010 976081 3072
292437 3400 3397 1409045 1455118 46074
309815 3600 3598 1953253 1979390 26138
304143 3600 3533 1974350 1975081 732
297614 3600 3456 985802 989351 3550
306991 3600 3565 1644566 1665452 20887
307937 3600 3576 934191 984087 49897
305089 3600 3544 1865472 1867867 2396
300043 3600 3484 1335778 1352400 16623
305013 3600 3543 1617176 1623141 5966
305469 3600 3548 1600272 1647928 47657
303406 3600 3524 346313 349578 3266
308780 3600 3586 1059226 1099991 40766
309736 3600 3597 345359 372113 26755
308694 3600 3585 1409611 1421464 11854
308970 3600 3588 523209 572996 49788
308466 3600 3582 464203 482652 18450
309164 3600 3590 1757889 1768048 10160
308628 3600 3584 1949908 1980337 30430
309596 3600 3595 1457299 1491138 33840
309737 3600 3597 1353107 1397881 44775
309899 3600 3599 1133779 1173934 40156
323106 3800 3754 1218503 1219988 1486
326609 3800 3795 502851 549581 46731
311927 3800 3623 375003 380854 5852
317764 3800 3692 1849312 1895913 46602
320179 3800 3720 1879674 1890679 11006
321351 3800 3734 1927343 1928278 936
324873 3800 3775 1251146 1263554 12409
316847 3800 3681 1916567 1957856 41290
313845 3800 3645 1938903 1947346 8444
316928 3800 3682 1644408 1677975 33568
326694 3800 3796 1678859 1687058 8200
320010 3800 3718 1305633 1352482 46850
325050 3800 3777 1122089 1144109 22021
326953 3800 3799 1165186 1195594 30409
338445 4000 3932 1989444 1999113 9670
333139 4000 3871 285277 296479 11203
330376 4000 3838 1440104 1458377 18274
342564 4000 3980 1111083 1158915 47833
343515 4000 3991 351115 373003 21889
338443 4000 3932 827532 854369 26838
338695 4000 3935 1153195 1182044 28850
332612 4000 3865 1840963 1888635 47673
339737 4000 3947 557887 563421 5535
343693 4000 3993 608315 638125 29811
334172 4000 3883 1821482 1825079 3598
336149 4000 3906 1137934 1158457 20524
334251 4000 3884 228243 269215 40973
334924 4000 3892 1473607 1496294 22688
343692 4000 3993 58692 88575 29884
344024 4000 3997 1461061 1482962 21902
343778 4000 3994 1720495 1736745 16251
342843 4000 3983 183927 189887 5961
343929 4000 3996 1376699 1391688 14990
354335 4200 4117 754932 794627 39696
360909 4200 4195 1424050 1469941 45892
354246 4200 4116 69373 85028 15656
351276 4200 4081 1722999 1754693 31695
360763 4200 4193 1330920 1373995 43076
351184 4200 4080 1338293 1387984 49692
360247 4200 4187 366635 396206 29572
359047 4200 4173 1156837 1193816 36980
358757 4200 4170 1725692 1770854 45163
359456 4200 4178 1351681 1377798 26118
348722 4200 4051 1242376 1250722 8347
357765 4200 4158 112649 133962 21314
360575 4200 4191 1236495 1276433 39939
354411 4200 4118 1842997 1865614 22618
360405 4200 4189 1341245 1371448 30204
360404 4200 4189 1438586 1457497 18912
360573 4200 4191 1609225 1620583 11359
361161 4200 4198 156892 173827 16936
361162 4200 4198 1124892 1159782 34891
361163 4200 4198 1728223 1770815 42593
361260 4200 4199 1019578 1027370 7793
361261 4200 4199 181312 189924 8613
361262 4200 4199 1913849 1956824 42976
372401 4400 4330 149701 199054 49354
378269 4400 4398 1835097 1879103 44007
364612 4400 4239 1259654 1268335 8682
371895 4400 4324 555754 568574 12821
375134 4400 4362 1753631 1782645 29015
376968 4400 4383 1694201 1696092 1892
377726 4400 4392 2056631 2081198 24568
377407 4400 4388 1342278 1373240 30963
376597 4400 4379 458951 467589 8639
378369 4400 4399 1378920 1397725 18806
378370 4400 4399 212828 248070 35243
395161 4600 4595 1211417 1233825 22409
385739 4600 4485 1526469 1536937 10469
382500 4600 4447 517841 547883 30043
394012 4600 4581 1031161 1077822 46662
386198 4600 4490 812549 829012 16464
392105 4600 4559 746699 751143 4445
390568 4600 4542 1230113 1247250 17138
390145 4600 4537 1936511 1980112 43602
394389 4600 4586 1023104 1050112 27009
393576 4600 4576 256078 257366 1289
387224 4600 4502 228760 245081 16322
387836 4600 4509 1446327 1473853 27527
394320 4600 4585 1418080 1443714 25635
392263 4600 4561 534890 551307 16418
393854 4600 4579 1885931 1891549 5619
391901 4600 4557 566665 580358 13694
395509 4600 4599 1913719 1953344 39626
395510 4600 4599 949815 979245 29431
395511 4600 4599 1205055 1250185 45131
395512 4600 4599 1927082 1953802 26721
411096 4800 4781 1690868 1693080 2213
411509 4800 4786 2091141 2096717 5577
396676 4800 4612 48277 94026 45750
396969 4800 4615 1410414 1457382 46969
406480 4800 4726 909006 957162 48157
411019 4800 4780 346187 372617 26431
409225 4800 4759 1326507 1335081 8575
404620 4800 4704 2018033 2037857 19825
412407 4800 4796 2022117 2061626 39510
410460 4800 4773 944730 970905 26176
411607 4800 4787 223831 271331 47501
411357 4800 4784 912937 934112 21176
412406 4800 4796 1251537 1286498 34962
412312 4800 4795 417249 442019 24771
412313 4800 4795 633790 645323 11534
412404 4800 4796 1918426 1966413 47988
412580 4800 4798 1618308 1631186 12879
412675 4800 4799 72325 91956 19632
412676 4800 4799 319043 364275 45233
429798 5000 4997 1401079 1429305 28227
420394 5000 4888 407127 454476 47350
426992 5000 4965 1211640 1259173 47534
429485 5000 4993 1511860 1537317 25458
426002 5000 4954 148995 177766 28772
419917 5000 4883 1546222 1547937 1716
419571 5000 4879 748132 786380 38249
426005 5000 4954 1362247 1372653 10407
413534 5000 4809 1028838 1031466 2629
422709 5000 4915 877383 895517 18135
428863 5000 4986 1719131 1719782 652
425752 5000 4951 1241552 1259941 18390
424649 5000 4938 516157 550925 34769
428862 5000 4986 452718 497504 44787
428861 5000 4986 1913310 1933434 20125
428964 5000 4987 831638 856463 24826
429404 5000 4992 851547 891400 39854
428967 5000 4987 1605250 1641385 36136
429041 5000 4988 1015762 1026433 10672
429896 5000 4998 827487 830905 3419
429566 5000 4994 1601358 1644968 43611
429895 5000 4998 1600731 1620061 19331
429894 5000 4998 716158 716578 421
441900 5200 5139 2015517 2023173 7657
445532 5200 5181 1921369 1969642 48274
438814 5200 5102 279140 293244 14105
442264 5200 5143 1540680 1575061 34382
435650 5200 5065 163577 181169 17593
437499 5200 5086 2006338 2023475 17138
442700 5200 5148 10633 32586 21954
435448 5200 5063 1562122 1583950 21829
445773 5200 5184 311971 354123 42153
435651 5200 5065 644144 663100 18957
446553 5200 5193 1843214 1873879 30666
446554 5200 5193 331669 341904 10236
446831 5200 5196 815587 834651 19065
447003 5200 5198 339084 366621 27538
447006 5200 5198 387635 390351 2717
447005 5200 5198 327087 331268 4182
447092 5200 5199 1717319 1766653 49335
447093 5200 5199 1962946 1966085 3140
447094 5200 5199 2024199 2034012 9814
459508 5400 5343 718752 728307 9556
460657 5400 5356 18924 24331 5408
462807 5400 5381 1948 27670 25723
464276 5400 5398 1973282 1999947 26666
459703 5400 5345 1205118 1214073 8956
463824 5400 5393 802870 820867 17998
462500 5400 5377 2048716 2070171 21456
449289 5400 5225 1176155 1191344 15190
461457 5400 5365 1166138 1183739 17602
463572 5400 5390 1030297 1060725 30429
450935 5400 5244 1201092 1222601 21510
463754 5400 5392 2059362 2081638 22277
464187 5400 5397 915903 938903 23001
459312 5400 5341 308310 312177 3868
463915 5400 5394 395545 397421 1877
461918 5400 5370 163342 168207 4866
463667 5400 5391 1482907 1496530 13624
463827 5400 5393 1606177 1621922 15746
481417 5600 5597 1771266 1781710 10445
477482 5600 5551 1240952 1254615 13664
480791 5600 5590 2037795 2041687 3893
481328 5600 5596 607276 619187 11912
468805 5600 5451 731788 745591 13804
480703 5600 5589 1844423 1884678 40256
481060 5600 5593 833594 883298 49705
481415 5600 5597 533103 558920 25818
481528 5600 5598 1967619 1988226 20608
481529 5600 5598 1426577 1463018 36442
481609 5600 5599 2051012 2093498 42487
481610 5600 5599 1761254 1779498 18245
496468 5800 5771 829181 873675 44495
482025 5800 5604 2004633 2027447 22815
495946 5800 5765 344567 355188 10622
487357 5800 5666 100026 107644 7619
489969 5800 5696 1180535 1191067 10533
495856 5800 5764 1986 26739 24754
492496 5800 5725 858120 879159 21040
498715 5800 5797 1601574 1637064 35491
497326 5800 5781 1319875 1345951 26077
497501 5800 5783 1084036 1094813 10778
498554 5800 5795 1535274 1577117 41844
498118 5800 5790 1823858 1852529 28672
497857 5800 5787 1818513 1852166 33654
498714 5800 5797 969926 995039 25114
498553 5800 5795 1252803 1283488 30686
498636 5800 5796 1413857 1439718 25862
498902 5800 5799 424362 429313 4952
516058 6000 5998 1001344 1022636 21293
500161 6000 5814 766075 780295 14221
509576 6000 5923 1919423 1940767 21345
510490 6000 5933 1924144 1928059 3916
515884 6000 5996 147690 160399 12710
507181 6000 5895 162231 173795 11565
499581 6000 5807 1224706 1268650 43945
510302 6000 5931 640502 651579 11078
503116 6000 5848 823889 869863 45975
514237 6000 5977 1526522 1533906 7385
510898 6000 5938 1296643 1298836 2194
512304 6000 5955 1313796 1356351 42556
510656 6000 5935 1440400 1449716 9317
515266 6000 5989 891529 897093 5565
515267 6000 5989 1151767 1180975 29209
516135 6000 5999 734977 761449 26473
531293 6200 6175 1983885 1985436 1552
526475 6200 6119 1946338 1994008 47671
532396 6200 6188 1639281 1659387 20107
530398 6200 6165 242040 258729 16690
526828 6200 6123 1763526 1794747 31222
533111 6200 6196 619813 667850 48038
517265 6200 6012 2044717 2058161 13445
531295 6200 6175 518576 537820 19245
532692 6200 6191 1720395 1761824 41430
532580 6200 6190 2054404 2065755 11352
529031 6200 6149 618938 652360 33423
533216 6200 6197 1308468 1327609 19142
533294 6200 6198 826342 830933 4592
533295 6200 6198 1265189 1290600 25412
533373 6200 6199 1012383 1030438 18056
533374 6200 6199 1003843 1007855 4013
533375 6200 6199 763463 790907 27445
536276 6400 6233 248011 288025 40015
543741 6400 6321 1037965 1070135 32171
546399 6400 6351 1400532 1450379 49848
550061 6400 6393 804494 853807 49314
549476 6400 6386 114385 145899 31515
538575 6400 6260 1096555 1099038 2484
549294 6400 6384 574774 589710 14937
547143 6400 6360 377193 390409 13217
549384 6400 6385 1037146 1039555 2410
550507 6400 6398 1951215 1967685 16471
547062 6400 6359 127319 139857 12539
549558 6400 6387 2036908 2053824 16917
548325 6400 6373 1828210 1836508 8299
550506 6400 6398 935789 955755 19967
550612 6400 6399 757910 772790 14881
550613 6400 6399 1813807 1828359 14553
550614 6400 6399 1004141 1026502 22362
567546 6600 6596 1805250 1848641 43392
563990 6600 6555 338824 339042 219
566762 6600 6587 960310 993787 33478
551533 6600 6410 1034898 1071194 36297
558169 6600 6487 907494 936257 28764
567460 6600 6595 1333652 1364924 31273
567126 6600 6591 960705 986724 26020
564077 6600 6556 1731515 1771157 39643
563506 6600 6549 1559601 1585563 25963
563913 6600 6554 1219442 1232826 13385
567128 6600 6591 1324563 1345923 21361
567285 6600 6593 1392148 1395866 3719
567776 6600 6599 1870088 1895217 25130
584111 6800 6788 16488 30011 13524
581404 6800 6756 15209 41369 26161
571443 6800 6643 571390 594939 23550
582013 6800 6763 2006185 2028411 22227
570155 6800 6627 1435702 1454956 19255
584272 6800 6790 2497 45154 42658
583605 6800 6782 359121 390438 31318
582773 6800 6772 410847 436505 25659
582689 6800 6771 1537773 1569871 32099
584982 6800 6798 811082 821861 10780
577902 6800 6717 278376 289087 10712
577741 6800 6715 1846196 1886316 40121
584633 6800 6794 946182 993241 47060
584889 6800 6797 52902 96450 43549
584548 6800 6793 850861 898087 47227
584888 6800 6797 2021991 2028810 6820
601396 7000 6988 1142753 1177227 34475
585493 7000 6804 1822019 1853039 31021
587779 7000 6831 310976 331940 20965
601936 7000 6994 1600902 1620348 19447
598243 7000 6950 1423829 1442558 18730
600888 7000 6982 1956243 1970841 14599
592718 7000 6887 1631989 1678374 46386
587205 7000 6824 1062541 1072090 9550
601828 7000 6993 546715 552782 6068
592262 7000 6882 1151034 1160291 9258
600175 7000 6973 240922 281469 40548
601737 7000 6992 758732 794592 35861
599656 7000 6967 101973 146916 44944
601040 7000 6984 824385 850529 26145
600960 7000 6983 829679 842571 12893
601735 7000 6992 81806 94151 12346
601827 7000 6993 1064291 1091220 26930
602365 7000 6999 544813 555044 10232
602366 7000 6999 1308411 1330060 21650
613890 7200 7135 1264517 1297946 33430
616128 7200 7162 124886 148630 23745
617848 7200 7182 1373210 1391159 17950
616473 7200 7166 68126 99686 31561
612523 7200 7119 423816 448249 24434
613799 7200 7134 722917 737706 14790
618843 7200 7194 1952843 1998675 45833
617936 7200 7183 1059414 1082941 23528
615111 7200 7150 248647 252410 3764
616536 7200 7167 1962401 1978677 16277
615624 7200 7156 439116 450868 11753
619093 7200 7197 1825805 1840585 14781
617849 7200 7182 1441262 1466294 25033
617322 7200 7176 1061447 1096528 35082
617144 7200 7174 822431 861510 39080
617053 7200 7173 1604683 1654251 49569
617594 7200 7179 1321562 1352164 30603
618746 7200 7193 1553596 1562335 8740
619247 7200 7199 70120 79953 9834
619248 7200 7199 1364474 1374028 9555
619249 7200 7199 604506 615066 10561
626095 7400 7278 1725298 1735290 9993
628999 7400 7312 1039156 1067328 28173
636397 7400 7398 1224176 1253368 29193
631698 7400 7344 705718 729147 23430
620888 7400 7218 703224 710876 7653
634559 7400 7377 814384 823046 8663
627540 7400 7295 2005179 2050479 45301
635539 7400 7388 1900073 1948027 47955
635091 7400 7383 1804107 1821683 17577
634393 7400 7375 1100043 1124539 24497
635180 7400 7384 1577692 1595870 18179
633665 7400 7367 1051819 1074607 22789
634394 7400 7375 1923015 1941089 18075
636396 7400 7398 516858 554768 37911
653702 7600 7598 722759 770773 48015
653268 7600 7593 2060762 2066311 5550
653188 7600 7592 646776 679960 33185
652774 7600 7587 29290 43021 13732
647607 7600 7528 701702 732381 30680
648302 7600 7536 871181 892422 21242
640949 7600 7452 1647923 1666923 19001
649019 7600 7544 1990815 1997489 6675
638633 7600 7425 740996 761999 21004
650675 7600 7563 1557199 1581340 24142
646132 7600 7511 837309 854928 17620
653620 7600 7597 1607425 1645935 38511
652512 7600 7584 1235040 1268507 33468
651621 7600 7574 1241170 1289849 48680
652776 7600 7587 1916399 1948093 31695
652511 7600 7584 1838383 1879284 40902
653450 7600 7595 944033 993165 49133
653775 7600 7599 1827198 1856402 29205
658834 7800 7657 154926 156133 1208
659853 7800 7669 536544 571537 34994
668488 7800 7769 573937 574805 869
658472 7800 7653 821880 829503 7624
667350 7800 7756 779760 781900 2141
661242 7800 7685 47633 76891 29259
668584 7800 7770 392109 397159 5051
670367 7800 7791 1012727 1024406 11680
670551 7800 7793 1812639 1839404 26766
661540 7800 7689 1538434 1558939 20506
670987 7800 7798 134131 143366 9236
655761 7800 7622 1929609 1933908 4300
669999 7800 7787 563764 597046 33283
669755 7800 7784 508517 523179 14663
670090 7800 7788 430950 479840 48891
669837 7800 7785 118675 162768 44094
670904 7800 7797 2061107 2087104 25998
670986 7800 7798 10657 30421 19765
687976 8000 7995 733142 748545 15404
671328 8000 7802 155421 196776 41356
677530 8000 7874 433427 460281 26855
687711 8000 7992 1900982 1903116 2135
684029 8000 7948 441510 475306 33797
686302 8000 7975 1512697 1539446 26750
687337 8000 7988 1657901 1693985 36085
673424 8000 7826 1621587 1642276 20690
684877 8000 7958 72369 92133 19765
685058 8000 7960 1006287 1026267 19981
686383 8000 7976 247763 263162 15400
688063 8000 7996 1725584 1767775 42192
687627 8000 7991 1220031 1267810 47780
687629 8000 7991 968887 999487 30601
687975 8000 7995 1211563 1233997 22435
688136 8000 7997 1723801 1737920 14120
688137 8000 7997 1807209 1834760 27552
688313 8000 7999 423831 453364 29534
688314 8000 7999 1351828 1375789 23962
703940 8200 8182 953395 985143 31749
704465 8200 8189 1367280 1380283 13004
695979 8200 8089 344219 345685 1467
704990 8200 8195 622300 640461 18162
703941 8200 8182 1152090 1197858 45769
693720 8200 8062 1645931 1659266 13336
695978 8200 8089 36523 51821 15299
705090 8200 8196 1046436 1088315 41880
704139 8200 8185 113574 140344 26771
700334 8200 8140 1249190 1264966 15777
700170 8200 8138 60851 81621 20771
700254 8200 8139 950872 977646 26775
705353 8200 8199 656195 692147 35953
705354 8200 8199 1049796 1056920 7125
705355 8200 8199 1208095 1239753 31659
705356 8200 8199 814499 840391 25893
721863 8400 8392 1000510 1020097 19588
717843 8400 8345 1202989 1234031 31043
714626 8400 8308 1881530 1895247 13718
721605 8400 8389 667276 667526 251
722131 8400 8395 543050 591960 48911
720711 8400 8379 1932211 1940694 8484
708308 8400 8234 1260842 1289081 28240
709609 8400 8249 1101021 1137429 36409
710545 8400 8260 1515209 1548435 33227
720016 8400 8371 938365 987702 49338
719095 8400 8360 159660 195580 35921
713018 8400 8289 856144 867665 11522
721945 8400 8393 1310400 1324135 13736
721693 8400 8390 809858 826198 16341
718344 8400 8351 913286 950724 37439
721160 8400 8384 1654165 1664802 10638
721692 8400 8390 621931 667251 45321
733855 8600 8532 905213 911822 6610
739262 8600 8595 1342389 1369357 26969
729170 8600 8477 2017161 2064321 47161
739170 8600 8594 863114 887516 24403
733581 8600 8529 1810818 1859134 48317
724717 8600 8426 1739152 1744437 5286
