"seed" "muBase" "muInv" "sigmaK" "alpha" "rep" "n" "enVar" "mig1" "mig2" "theta1" "theta2" "burnin" "chromNum" "r" "dom"
3383322 1e-07 0 0.75 0.002 4 1000 0 0.4 0.4 1 -1 10000 21 1e-06 2
3383323 1e-07 0 0.75 0.002 4 1000 0 0.5 0.5 1 -1 10000 21 1e-06 2
3383324 1e-07 0 0.75 0.002 4 1000 0.1 0.001 0.001 1 -1 10000 21 1e-06 2
3383325 1e-07 0 0.75 0.002 4 1000 0.1 0.01 0.01 1 -1 10000 21 1e-06 2
3383326 1e-07 0 0.75 0.002 4 1000 0.1 0.1 0.1 1 -1 10000 21 1e-06 2
3383327 1e-07 0 0.75 0.002 4 1000 0.1 0.25 0.25 1 -1 10000 21 1e-06 2
3383328 1e-07 0 0.75 0.002 4 1000 0.1 0.4 0.4 1 -1 10000 21 1e-06 2
3383329 1e-07 0 0.75 0.002 4 1000 0.1 0.5 0.5 1 -1 10000 21 1e-06 2
3383330 1e-07 0 0.75 0.002 5 1000 0 0.001 0.001 1 -1 10000 21 1e-06 2
3383331 1e-07 0 0.75 0.002 5 1000 0 0.01 0.01 1 -1 10000 21 1e-06 2
3383332 1e-07 0 0.75 0.002 5 1000 0 0.1 0.1 1 -1 10000 21 1e-06 2
3383333 1e-07 0 0.75 0.002 5 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2
3383334 1e-07 0 0.75 0.002 5 1000 0 0.4 0.4 1 -1 10000 21 1e-06 2
3383335 1e-07 0 0.75 0.002 5 1000 0 0.5 0.5 1 -1 10000 21 1e-06 2
3383336 1e-07 0 0.75 0.002 5 1000 0.1 0.001 0.001 1 -1 10000 21 1e-06 2
3383337 1e-07 0 0.75 0.002 5 1000 0.1 0.01 0.01 1 -1 10000 21 1e-06 2
3383338 1e-07 0 0.75 0.002 5 1000 0.1 0.1 0.1 1 -1 10000 21 1e-06 2
3383339 1e-07 0 0.75 0.002 5 1000 0.1 0.25 0.25 1 -1 10000 21 1e-06 2
3383340 1e-07 0 0.75 0.002 5 1000 0.1 0.4 0.4 1 -1 10000 21 1e-06 2
3383341 1e-07 0 0.75 0.002 5 1000 0.1 0.5 0.5 1 -1 10000 21 1e-06 2
3383342 1e-07 0 0.75 0.2 1 1000 0 0.001 0.001 1 -1 10000 21 1e-06 2
3383343 1e-07 0 0.75 0.2 1 1000 0 0.01 0.01 1 -1 10000 21 1e-06 2
3383344 1e-07 0 0.75 0.2 1 1000 0 0.1 0.1 1 -1 10000 21 1e-06 2
3383345 1e-07 0 0.75 0.2 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2
3383346 1e-07 0 0.75 0.2 1 1000 0 0.4 0.4 1 -1 10000 21 1e-06 2
3383347 1e-07 0 0.75 0.2 1 1000 0 0.5 0.5 1 -1 10000 21 1e-06 2
3383348 1e-07 0 0.75 0.2 1 1000 0.1 0.001 0.001 1 -1 10000 21 1e-06 2
3383349 1e-07 0 0.75 0.2 1 1000 0.1 0.01 0.01 1 -1 10000 21 1e-06 2
3383350 1e-07 0 0.75 0.2 1 1000 0.1 0.1 0.1 1 -1 10000 21 1e-06 2
3383351 1e-07 0 0.75 0.2 1 1000 0.1 0.25 0.25 1 -1 10000 21 1e-06 2
3383352 1e-07 0 0.75 0.2 1 1000 0.1 0.4 0.4 1 -1 10000 21 1e-06 2
3383353 1e-07 0 0.75 0.2 1 1000 0.1 0.5 0.5 1 -1 10000 21 1e-06 2
3383354 1e-07 0 0.75 0.2 2 1000 0 0.001 0.001 1 -1 10000 21 1e-06 2
3383355 1e-07 0 0.75 0.2 2 1000 0 0.01 0.01 1 -1 10000 21 1e-06 2
3383356 1e-07 0 0.75 0.2 2 1000 0 0.1 0.1 1 -1 10000 21 1e-06 2
3383357 1e-07 0 0.75 0.2 2 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2
3383358 1e-07 0 0.75 0.2 2 1000 0 0.4 0.4 1 -1 10000 21 1e-06 2
3383359 1e-07 0 0.75 0.2 2 1000 0 0.5 0.5 1 -1 10000 21 1e-06 2
3383360 1e-07 0 0.75 0.2 2 1000 0.1 0.001 0.001 1 -1 10000 21 1e-06 2
3383361 1e-07 0 0.75 0.2 2 1000 0.1 0.01 0.01 1 -1 10000 21 1e-06 2
3383362 1e-07 0 0.75 0.2 2 1000 0.1 0.1 0.1 1 -1 10000 21 1e-06 2
3383363 1e-07 0 0.75 0.2 2 1000 0.1 0.25 0.25 1 -1 10000 21 1e-06 2
3383364 1e-07 0 0.75 0.2 2 1000 0.1 0.4 0.4 1 -1 10000 21 1e-06 2
3383365 1e-07 0 0.75 0.2 2 1000 0.1 0.5 0.5 1 -1 10000 21 1e-06 2
3383366 1e-07 0 0.75 0.2 3 1000 0 0.001 0.001 1 -1 10000 21 1e-06 2
3383367 1e-07 0 0.75 0.2 3 1000 0 0.01 0.01 1 -1 10000 21 1e-06 2
3383368 1e-07 0 0.75 0.2 3 1000 0 0.1 0.1 1 -1 10000 21 1e-06 2
3383369 1e-07 0 0.75 0.2 3 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2
3383370 1e-07 0 0.75 0.2 3 1000 0 0.4 0.4 1 -1 10000 21 1e-06 2
3383371 1e-07 0 0.75 0.2 3 1000 0 0.5 0.5 1 -1 10000 21 1e-06 2
3383372 1e-07 0 0.75 0.2 3 1000 0.1 0.001 0.001 1 -1 10000 21 1e-06 2
3383373 1e-07 0 0.75 0.2 3 1000 0.1 0.01 0.01 1 -1 10000 21 1e-06 2
3383374 1e-07 0 0.75 0.2 3 1000 0.1 0.1 0.1 1 -1 10000 21 1e-06 2
3383375 1e-07 0 0.75 0.2 3 1000 0.1 0.25 0.25 1 -1 10000 21 1e-06 2
3383376 1e-07 0 0.75 0.2 3 1000 0.1 0.4 0.4 1 -1 10000 21 1e-06 2
3383377 1e-07 0 0.75 0.2 3 1000 0.1 0.5 0.5 1 -1 10000 21 1e-06 2
3383378 1e-07 0 0.75 0.2 4 1000 0 0.001 0.001 1 -1 10000 21 1e-06 2
3383379 1e-07 0 0.75 0.2 4 1000 0 0.01 0.01 1 -1 10000 21 1e-06 2
3383380 1e-07 0 0.75 0.2 4 1000 0 0.1 0.1 1 -1 10000 21 1e-06 2
3383381 1e-07 0 0.75 0.2 4 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2
3383382 1e-07 0 0.75 0.2 4 1000 0 0.4 0.4 1 -1 10000 21 1e-06 2
3383383 1e-07 0 0.75 0.2 4 1000 0 0.5 0.5 1 -1 10000 21 1e-06 2
3383384 1e-07 0 0.75 0.2 4 1000 0.1 0.001 0.001 1 -1 10000 21 1e-06 2
3383385 1e-07 0 0.75 0.2 4 1000 0.1 0.01 0.01 1 -1 10000 21 1e-06 2
3383386 1e-07 0 0.75 0.2 4 1000 0.1 0.1 0.1 1 -1 10000 21 1e-06 2
3383387 1e-07 0 0.75 0.2 4 1000 0.1 0.25 0.25 1 -1 10000 21 1e-06 2
3383388 1e-07 0 0.75 0.2 4 1000 0.1 0.4 0.4 1 -1 10000 21 1e-06 2
3383389 1e-07 0 0.75 0.2 4 1000 0.1 0.5 0.5 1 -1 10000 21 1e-06 2
3383390 1e-07 0 0.75 0.2 5 1000 0 0.001 0.001 1 -1 10000 21 1e-06 2
3383391 1e-07 0 0.75 0.2 5 1000 0 0.01 0.01 1 -1 10000 21 1e-06 2
3383392 1e-07 0 0.75 0.2 5 1000 0 0.1 0.1 1 -1 10000 21 1e-06 2
3383393 1e-07 0 0.75 0.2 5 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2
3383394 1e-07 0 0.75 0.2 5 1000 0 0.4 0.4 1 -1 10000 21 1e-06 2
3383395 1e-07 0 0.75 0.2 5 1000 0 0.5 0.5 1 -1 10000 21 1e-06 2
3383396 1e-07 0 0.75 0.2 5 1000 0.1 0.001 0.001 1 -1 10000 21 1e-06 2
3383397 1e-07 0 0.75 0.2 5 1000 0.1 0.01 0.01 1 -1 10000 21 1e-06 2
3383398 1e-07 0 0.75 0.2 5 1000 0.1 0.1 0.1 1 -1 10000 21 1e-06 2
3383399 1e-07 0 0.75 0.2 5 1000 0.1 0.25 0.25 1 -1 10000 21 1e-06 2
3383400 1e-07 0 0.75 0.2 5 1000 0.1 0.4 0.4 1 -1 10000 21 1e-06 2
3383401 1e-07 0 0.75 0.2 5 1000 0.1 0.5 0.5 1 -1 10000 21 1e-06 2
3383402 1e-07 0 1.5 0.002 1 1000 0 0.001 0.001 1 -1 10000 21 1e-06 2
3383403 1e-07 0 1.5 0.002 1 1000 0 0.01 0.01 1 -1 10000 21 1e-06 2
3383404 1e-07 0 1.5 0.002 1 1000 0 0.1 0.1 1 -1 10000 21 1e-06 2
3383405 1e-07 0 1.5 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2
3383406 1e-07 0 1.5 0.002 1 1000 0 0.4 0.4 1 -1 10000 21 1e-06 2
3383407 1e-07 0 1.5 0.002 1 1000 0 0.5 0.5 1 -1 10000 21 1e-06 2
3383408 1e-07 0 1.5 0.002 1 1000 0.1 0.001 0.001 1 -1 10000 21 1e-06 2
3383409 1e-07 0 1.5 0.002 1 1000 0.1 0.01 0.01 1 -1 10000 21 1e-06 2
3383410 1e-07 0 1.5 0.002 1 1000 0.1 0.1 0.1 1 -1 10000 21 1e-06 2
3383411 1e-07 0 1.5 0.002 1 1000 0.1 0.25 0.25 1 -1 10000 21 1e-06 2
3383412 1e-07 0 1.5 0.002 1 1000 0.1 0.4 0.4 1 -1 10000 21 1e-06 2
3383413 1e-07 0 1.5 0.002 1 1000 0.1 0.5 0.5 1 -1 10000 21 1e-06 2
3383414 1e-07 0 1.5 0.002 2 1000 0 0.001 0.001 1 -1 10000 21 1e-06 2
3383415 1e-07 0 1.5 0.002 2 1000 0 0.01 0.01 1 -1 10000 21 1e-06 2
3383416 1e-07 0 1.5 0.002 2 1000 0 0.1 0.1 1 -1 10000 21 1e-06 2
3383417 1e-07 0 1.5 0.002 2 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2
3383418 1e-07 0 1.5 0.002 2 1000 0 0.4 0.4 1 -1 10000 21 1e-06 2
3383419 1e-07 0 1.5 0.002 2 1000 0 0.5 0.5 1 -1 10000 21 1e-06 2
3383420 1e-07 0 1.5 0.002 2 1000 0.1 0.001 0.001 1 -1 10000 21 1e-06 2
3383421 1e-07 0 1.5 0.002 2 1000 0.1 0.01 0.01 1 -1 10000 21 1e-06 2
3383422 1e-07 0 1.5 0.002 2 1000 0.1 0.1 0.1 1 -1 10000 21 1e-06 2
3383423 1e-07 0 1.5 0.002 2 1000 0.1 0.25 0.25 1 -1 10000 21 1e-06 2
3383424 1e-07 0 1.5 0.002 2 1000 0.1 0.4 0.4 1 -1 10000 21 1e-06 2
3383425 1e-07 0 1.5 0.002 2 1000 0.1 0.5 0.5 1 -1 10000 21 1e-06 2
3383426 1e-07 0 1.5 0.002 3 1000 0 0.001 0.001 1 -1 10000 21 1e-06 2
3383427 1e-07 0 1.5 0.002 3 1000 0 0.01 0.01 1 -1 10000 21 1e-06 2
3383428 1e-07 0 1.5 0.002 3 1000 0 0.1 0.1 1 -1 10000 21 1e-06 2
3383429 1e-07 0 1.5 0.002 3 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2
3383430 1e-07 0 1.5 0.002 3 1000 0 0.4 0.4 1 -1 10000 21 1e-06 2
3383431 1e-07 0 1.5 0.002 3 1000 0 0.5 0.5 1 -1 10000 21 1e-06 2
3383432 1e-07 0 1.5 0.002 3 1000 0.1 0.001 0.001 1 -1 10000 21 1e-06 2
3383433 1e-07 0 1.5 0.002 3 1000 0.1 0.01 0.01 1 -1 10000 21 1e-06 2
3383434 1e-07 0 1.5 0.002 3 1000 0.1 0.1 0.1 1 -1 10000 21 1e-06 2
3383435 1e-07 0 1.5 0.002 3 1000 0.1 0.25 0.25 1 -1 10000 21 1e-06 2
3383436 1e-07 0 1.5 0.002 3 1000 0.1 0.4 0.4 1 -1 10000 21 1e-06 2
3383437 1e-07 0 1.5 0.002 3 1000 0.1 0.5 0.5 1 -1 10000 21 1e-06 2
3383438 1e-07 0 1.5 0.002 4 1000 0 0.001 0.001 1 -1 10000 21 1e-06 2
3383439 1e-07 0 1.5 0.002 4 1000 0 0.01 0.01 1 -1 10000 21 1e-06 2
3383440 1e-07 0 1.5 0.002 4 1000 0 0.1 0.1 1 -1 10000 21 1e-06 2
3383441 1e-07 0 1.5 0.002 4 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2
3383442 1e-07 0 1.5 0.002 4 1000 0 0.4 0.4 1 -1 10000 21 1e-06 2
3383443 1e-07 0 1.5 0.002 4 1000 0 0.5 0.5 1 -1 10000 21 1e-06 2
3383444 1e-07 0 1.5 0.002 4 1000 0.1 0.001 0.001 1 -1 10000 21 1e-06 2
3383445 1e-07 0 1.5 0.002 4 1000 0.1 0.01 0.01 1 -1 10000 21 1e-06 2
3383446 1e-07 0 1.5 0.002 4 1000 0.1 0.1 0.1 1 -1 10000 21 1e-06 2
3383447 1e-07 0 1.5 0.002 4 1000 0.1 0.25 0.25 1 -1 10000 21 1e-06 2
3383448 1e-07 0 1.5 0.002 4 1000 0.1 0.4 0.4 1 -1 10000 21 1e-06 2
3383449 1e-07 0 1.5 0.002 4 1000 0.1 0.5 0.5 1 -1 10000 21 1e-06 2
3383450 1e-07 0 1.5 0.002 5 1000 0 0.001 0.001 1 -1 10000 21 1e-06 2
3383451 1e-07 0 1.5 0.002 5 1000 0 0.01 0.01 1 -1 10000 21 1e-06 2
3383452 1e-07 0 1.5 0.002 5 1000 0 0.1 0.1 1 -1 10000 21 1e-06 2
3383453 1e-07 0 1.5 0.002 5 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2
3383454 1e-07 0 1.5 0.002 5 1000 0 0.4 0.4 1 -1 10000 21 1e-06 2
3383455 1e-07 0 1.5 0.002 5 1000 0 0.5 0.5 1 -1 10000 21 1e-06 2
3383456 1e-07 0 1.5 0.002 5 1000 0.1 0.001 0.001 1 -1 10000 21 1e-06 2
3383457 1e-07 0 1.5 0.002 5 1000 0.1 0.01 0.01 1 -1 10000 21 1e-06 2
3383458 1e-07 0 1.5 0.002 5 1000 0.1 0.1 0.1 1 -1 10000 21 1e-06 2
3383459 1e-07 0 1.5 0.002 5 1000 0.1 0.25 0.25 1 -1 10000 21 1e-06 2
3383460 1e-07 0 1.5 0.002 5 1000 0.1 0.4 0.4 1 -1 10000 21 1e-06 2
3383461 1e-07 0 1.5 0.002 5 1000 0.1 0.5 0.5 1 -1 10000 21 1e-06 2
3383462 1e-07 0 1.5 0.2 1 1000 0 0.001 0.001 1 -1 10000 21 1e-06 2
3383463 1e-07 0 1.5 0.2 1 1000 0 0.01 0.01 1 -1 10000 21 1e-06 2
3383464 1e-07 0 1.5 0.2 1 1000 0 0.1 0.1 1 -1 10000 21 1e-06 2
3383465 1e-07 0 1.5 0.2 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2
3383466 1e-07 0 1.5 0.2 1 1000 0 0.4 0.4 1 -1 10000 21 1e-06 2
3383467 1e-07 0 1.5 0.2 1 1000 0 0.5 0.5 1 -1 10000 21 1e-06 2
3383468 1e-07 0 1.5 0.2 1 1000 0.1 0.001 0.001 1 -1 10000 21 1e-06 2
3383469 1e-07 0 1.5 0.2 1 1000 0.1 0.01 0.01 1 -1 10000 21 1e-06 2
3383470 1e-07 0 1.5 0.2 1 1000 0.1 0.1 0.1 1 -1 10000 21 1e-06 2
3383471 1e-07 0 1.5 0.2 1 1000 0.1 0.25 0.25 1 -1 10000 21 1e-06 2
3383472 1e-07 0 1.5 0.2 1 1000 0.1 0.4 0.4 1 -1 10000 21 1e-06 2
3383473 1e-07 0 1.5 0.2 1 1000 0.1 0.5 0.5 1 -1 10000 21 1e-06 2
3383474 1e-07 0 1.5 0.2 2 1000 0 0.001 0.001 1 -1 10000 21 1e-06 2
3383475 1e-07 0 1.5 0.2 2 1000 0 0.01 0.01 1 -1 10000 21 1e-06 2
3383476 1e-07 0 1.5 0.2 2 1000 0 0.1 0.1 1 -1 10000 21 1e-06 2
3383477 1e-07 0 1.5 0.2 2 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2
3383478 1e-07 0 1.5 0.2 2 1000 0 0.4 0.4 1 -1 10000 21 1e-06 2
3383479 1e-07 0 1.5 0.2 2 1000 0 0.5 0.5 1 -1 10000 21 1e-06 2
3383480 1e-07 0 1.5 0.2 2 1000 0.1 0.001 0.001 1 -1 10000 21 1e-06 2
3383481 1e-07 0 1.5 0.2 2 1000 0.1 0.01 0.01 1 -1 10000 21 1e-06 2
3383482 1e-07 0 1.5 0.2 2 1000 0.1 0.1 0.1 1 -1 10000 21 1e-06 2
3383483 1e-07 0 1.5 0.2 2 1000 0.1 0.25 0.25 1 -1 10000 21 1e-06 2
3383484 1e-07 0 1.5 0.2 2 1000 0.1 0.4 0.4 1 -1 10000 21 1e-06 2
3383485 1e-07 0 1.5 0.2 2 1000 0.1 0.5 0.5 1 -1 10000 21 1e-06 2
3383486 1e-07 0 1.5 0.2 3 1000 0 0.001 0.001 1 -1 10000 21 1e-06 2
3383487 1e-07 0 1.5 0.2 3 1000 0 0.01 0.01 1 -1 10000 21 1e-06 2
3383488 1e-07 0 1.5 0.2 3 1000 0 0.1 0.1 1 -1 10000 21 1e-06 2
3383489 1e-07 0 1.5 0.2 3 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2
3383490 1e-07 0 1.5 0.2 3 1000 0 0.4 0.4 1 -1 10000 21 1e-06 2
3383491 1e-07 0 1.5 0.2 3 1000 0 0.5 0.5 1 -1 10000 21 1e-06 2
3383492 1e-07 0 1.5 0.2 3 1000 0.1 0.001 0.001 1 -1 10000 21 1e-06 2
3383493 1e-07 0 1.5 0.2 3 1000 0.1 0.01 0.01 1 -1 10000 21 1e-06 2
3383494 1e-07 0 1.5 0.2 3 1000 0.1 0.1 0.1 1 -1 10000 21 1e-06 2
3383495 1e-07 0 1.5 0.2 3 1000 0.1 0.25 0.25 1 -1 10000 21 1e-06 2
3383496 1e-07 0 1.5 0.2 3 1000 0.1 0.4 0.4 1 -1 10000 21 1e-06 2
3383497 1e-07 0 1.5 0.2 3 1000 0.1 0.5 0.5 1 -1 10000 21 1e-06 2
3383498 1e-07 0 1.5 0.2 4 1000 0 0.001 0.001 1 -1 10000 21 1e-06 2
3383499 1e-07 0 1.5 0.2 4 1000 0 0.01 0.01 1 -1 10000 21 1e-06 2
3383500 1e-07 0 1.5 0.2 4 1000 0 0.1 0.1 1 -1 10000 21 1e-06 2
3383501 1e-07 0 1.5 0.2 4 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2
3383502 1e-07 0 1.5 0.2 4 1000 0 0.4 0.4 1 -1 10000 21 1e-06 2
3383503 1e-07 0 1.5 0.2 4 1000 0 0.5 0.5 1 -1 10000 21 1e-06 2
3383504 1e-07 0 1.5 0.2 4 1000 0.1 0.001 0.001 1 -1 10000 21 1e-06 2
3383505 1e-07 0 1.5 0.2 4 1000 0.1 0.01 0.01 1 -1 10000 21 1e-06 2
3383506 1e-07 0 1.5 0.2 4 1000 0.1 0.1 0.1 1 -1 10000 21 1e-06 2
3383507 1e-07 0 1.5 0.2 4 1000 0.1 0.25 0.25 1 -1 10000 21 1e-06 2
3383508 1e-07 0 1.5 0.2 4 1000 0.1 0.4 0.4 1 -1 10000 21 1e-06 2
3383509 1e-07 0 1.5 0.2 4 1000 0.1 0.5 0.5 1 -1 10000 21 1e-06 2
3383510 1e-07 0 1.5 0.2 5 1000 0 0.001 0.001 1 -1 10000 21 1e-06 2
3383511 1e-07 0 1.5 0.2 5 1000 0 0.01 0.01 1 -1 10000 21 1e-06 2
3383512 1e-07 0 1.5 0.2 5 1000 0 0.1 0.1 1 -1 10000 21 1e-06 2
3383513 1e-07 0 1.5 0.2 5 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2
3383514 1e-07 0 1.5 0.2 5 1000 0 0.4 0.4 1 -1 10000 21 1e-06 2
3383515 1e-07 0 1.5 0.2 5 1000 0 0.5 0.5 1 -1 10000 21 1e-06 2
3383516 1e-07 0 1.5 0.2 5 1000 0.1 0.001 0.001 1 -1 10000 21 1e-06 2
3383517 1e-07 0 1.5 0.2 5 1000 0.1 0.01 0.01 1 -1 10000 21 1e-06 2
3383518 1e-07 0 1.5 0.2 5 1000 0.1 0.1 0.1 1 -1 10000 21 1e-06 2
3383519 1e-07 0 1.5 0.2 5 1000 0.1 0.25 0.25 1 -1 10000 21 1e-06 2
3383520 1e-07 0 1.5 0.2 5 1000 0.1 0.4 0.4 1 -1 10000 21 1e-06 2
3383521 1e-07 0 1.5 0.2 5 1000 0.1 0.5 0.5 1 -1 10000 21 1e-06 2
3383522 1e-07 0 3 0.002 1 1000 0 0.001 0.001 1 -1 10000 21 1e-06 2
3383523 1e-07 0 3 0.002 1 1000 0 0.01 0.01 1 -1 10000 21 1e-06 2
3383524 1e-07 0 3 0.002 1 1000 0 0.1 0.1 1 -1 10000 21 1e-06 2
3383525 1e-07 0 3 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2
3383526 1e-07 0 3 0.002 1 1000 0 0.4 0.4 1 -1 10000 21 1e-06 2
3383527 1e-07 0 3 0.002 1 1000 0 0.5 0.5 1 -1 10000 21 1e-06 2
3383528 1e-07 0 3 0.002 1 1000 0.1 0.001 0.001 1 -1 10000 21 1e-06 2
3383529 1e-07 0 3 0.002 1 1000 0.1 0.01 0.01 1 -1 10000 21 1e-06 2
3383530 1e-07 0 3 0.002 1 1000 0.1 0.1 0.1 1 -1 10000 21 1e-06 2
3383531 1e-07 0 3 0.002 1 1000 0.1 0.25 0.25 1 -1 10000 21 1e-06 2
3383532 1e-07 0 3 0.002 1 1000 0.1 0.4 0.4 1 -1 10000 21 1e-06 2
3383533 1e-07 0 3 0.002 1 1000 0.1 0.5 0.5 1 -1 10000 21 1e-06 2
3383534 1e-07 0 3 0.002 2 1000 0 0.001 0.001 1 -1 10000 21 1e-06 2
3383535 1e-07 0 3 0.002 2 1000 0 0.01 0.01 1 -1 10000 21 1e-06 2
3383536 1e-07 0 3 0.002 2 1000 0 0.1 0.1 1 -1 10000 21 1e-06 2
3383537 1e-07 0 3 0.002 2 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2
3383538 1e-07 0 3 0.002 2 1000 0 0.4 0.4 1 -1 10000 21 1e-06 2
3383539 1e-07 0 3 0.002 2 1000 0 0.5 0.5 1 -1 10000 21 1e-06 2
3383540 1e-07 0 3 0.002 2 1000 0.1 0.001 0.001 1 -1 10000 21 1e-06 2
3383541 1e-07 0 3 0.002 2 1000 0.1 0.01 0.01 1 -1 10000 21 1e-06 2
3383542 1e-07 0 3 0.002 2 1000 0.1 0.1 0.1 1 -1 10000 21 1e-06 2
3383543 1e-07 0 3 0.002 2 1000 0.1 0.25 0.25 1 -1 10000 21 1e-06 2
3383544 1e-07 0 3 0.002 2 1000 0.1 0.4 0.4 1 -1 10000 21 1e-06 2
3383545 1e-07 0 3 0.002 2 1000 0.1 0.5 0.5 1 -1 10000 21 1e-06 2
3383546 1e-07 0 3 0.002 3 1000 0 0.001 0.001 1 -1 10000 21 1e-06 2
3383547 1e-07 0 3 0.002 3 1000 0 0.01 0.01 1 -1 10000 21 1e-06 2
3383548 1e-07 0 3 0.002 3 1000 0 0.1 0.1 1 -1 10000 21 1e-06 2
