"seed" "inv_id" "sim_gen" "freq" "freq_p1" "freq_p2" "num_qtns" "mean_qtnSelCoef" "sd_qtnSelCoef" "mean_qtnDom" "sd_qtnDom" "inv_FST" "muBase" "muInv" "sigmaK" "alpha" "rep" "n" "enVar" "mig1" "mig2" "theta1" "theta2" "burnin" "chromNum" "r" "dom" "inv_originGen" "inv_pos" "inv_end" "inv_length"
"3384725" 10066502 12000 0.0195 0.0155 0.0235 16 0.000846339 0.00237258 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 11961 276375 289456 13082
"3384725" 10076504 12000 0.0095 0.0105 0.0085 64 -0.000479156 0.00201005 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 11973 1229219 1271504 42286
"3384725" 10076504 12400 0.02425 0.023 0.0255 67 -0.000493326 0.00200149 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 11973 1229219 1271504 42286
"3384725" 10076504 12200 0.0635 0.0655 0.0615 68 -0.000455258 0.00207636 0 0 6.72633e-05 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 11973 1229219 1271504 42286
"3384725" 10084155 12000 0.002 0.001 0.003 47 -0.000192625 0.0018439 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 11982 1906970 1940986 34017
"3384725" 10085821 12000 0.00125 0.001 0.0015 51 -0.000165831 0.00221288 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 11984 1846150 1893330 47181
"3384725" 10087429 12000 0.00025 5e-04 0 20 4.81134e-06 0.00169741 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 11986 454587 465615 11029
"3384725" 10088265 12000 0.00025 0 5e-04 49 0.000460026 0.00172607 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 11987 1808695 1844840 36146
"3384725" 10088267 12000 0.00125 0.001 0.0015 26 -0.000798807 0.00165937 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 11987 344478 362180 17703
"3384725" 1008964 1200 0.00075 0.001 5e-04 1 0.0026647 0 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1198 472965 484936 11972
"3384725" 1008965 1200 0.001 0.002 0 2 -0.000637966 0.00258058 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1198 1651106 1692768 41663
"3384725" 10089982 12000 0.0015 0.003 0 5 -0.000659921 0.000497402 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 11989 1971733 1974892 3160
"3384725" 10094090 12000 0.001 0.0015 5e-04 4 0.000858256 0.0021318 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 11994 47292 53878 6587
"3384725" 10096622 12000 0.00075 5e-04 0.001 2 0.00122617 0.00109842 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 11997 992247 994734 2488
"3384725" 10097456 12000 0.00025 5e-04 0 17 0.000917627 0.00177727 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 11998 1557060 1577352 20293
"3384725" 10098261 12000 0.00025 5e-04 0 23 0.000264209 0.00176729 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 11999 949476 966221 16746
"3384725" 10099114 12000 0.00025 0 5e-04 32 -0.000648185 0.00252337 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12000 1305514 1327770 22257
"3384725" 1010619 1200 0.00025 0 5e-04 0 0 0 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1200 1147065 1163962 16898
"3384725" 1010620 1200 0.00025 0 5e-04 0 0 0 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1200 475331 485804 10474
"3384725" 10119307 12200 0.003 0.0035 0.0025 51 -0.000212781 0.00189156 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12024 44635 87848 43214
"3384725" 10185339 12200 0.00675 0.003 0.0105 50 -0.000361735 0.00211377 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12102 1502497 1552259 49763
"3384725" 10185340 12400 0.03625 0.0355 0.037 26 -0.000164107 0.00160024 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12102 1215556 1236224 20669
"3384725" 10185340 12200 0.05575 0.0555 0.056 26 -3.62378e-05 0.00159282 0 0 1.18727e-06 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12102 1215556 1236224 20669
"3384725" 10185340 12600 0.02025 0.0255 0.015 29 -0.0001588 0.00155431 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12102 1215556 1236224 20669
"3384725" 10207564 12200 0.0085 0.009 0.008 12 0.000494898 0.0017722 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12128 606177 614067 7891
"3384725" 10208422 12200 0.00025 5e-04 0 26 -0.000148183 0.00176107 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12129 1647994 1669351 21358
"3384725" 10235460 12200 0.001 5e-04 0.0015 34 7.43281e-07 0.00217744 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12161 655792 684697 28906
"3384725" 10238860 12200 0.0115 0.015 0.008 25 0.000163964 0.00196365 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12165 1919719 1938036 18318
"3384725" 10248116 12200 0.0095 0.0085 0.0105 52 -2.41191e-05 0.00175309 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12176 1131003 1171643 40641
"3384725" 10249780 12200 0.0085 0.0075 0.0095 41 0.000349367 0.00171002 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12178 706793 743275 36483
"3384725" 10251500 12200 0.004 0.0045 0.0035 64 8.75661e-05 0.00203592 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12180 345467 392395 46929
"3384725" 10267344 12200 0.00025 5e-04 0 40 -5.19052e-05 0.00193878 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12199 1835837 1876047 40211
"3384725" 10268148 12200 0.00025 0 5e-04 65 0.000109994 0.00173436 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12200 424265 474195 49931
"3384725" 10268149 12200 0.00025 0 5e-04 24 -0.000339332 0.00150716 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12200 629045 653106 24062
"3384725" 10299385 12600 0.007 0.009 0.005 52 -0.000490452 0.00212786 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12237 337258 371899 34642
"3384725" 10299385 12400 0.01625 0.0135 0.019 56 -0.000521705 0.00199379 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12237 337258 371899 34642
"3384725" 10351669 12400 0.00675 0.0065 0.007 15 -0.000180612 0.00183682 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12299 553464 563814 10351
"3384725" 10358542 12400 0.05175 0.05 0.0535 21 -0.000736435 0.00199802 0 0 6.24084e-05 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12307 1544338 1562670 18333
"3384725" 10358542 12800 0.05525 0.0555 0.055 26 -0.000867211 0.00206515 0 0 1.19738e-06 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12307 1544338 1562670 18333
"3384725" 10358542 12600 0.1235 0.1285 0.1185 30 -0.000489514 0.00221517 0 0 0.000230952 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12307 1544338 1562670 18333
"3384725" 10358542 13000 0.01575 0.013 0.0185 22 -0.000499533 0.00219389 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12307 1544338 1562670 18333
"3384725" 10372989 12400 0.00775 0.006 0.0095 16 6.4967e-05 0.00226864 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12324 1359673 1372323 12651
"3384725" 10387521 12400 0.023 0.024 0.022 19 -0.000239331 0.00139947 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12341 57226 67416 10191
"3384725" 10387521 13600 0.134 0.128 0.14 20 -0.000209168 0.00131542 0 0 0.000310227 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12341 57226 67416 10191
"3384725" 10387521 13200 0.12175 0.1135 0.13 23 -0.000263702 0.00123313 0 0 0.000636533 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12341 57226 67416 10191
"3384725" 10387521 13800 0.116 0.116 0.116 21 -0.000384638 0.00129006 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12341 57226 67416 10191
"3384725" 10387521 14000 0.08425 0.077 0.0915 19 -0.000100616 0.00146105 0 0 0.000681286 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12341 57226 67416 10191
"3384725" 10387521 13400 0.09175 0.0845 0.099 20 -0.000208063 0.00122002 0 0 0.000630761 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12341 57226 67416 10191
"3384725" 10387521 12800 0.02325 0.0245 0.022 19 -0.000342784 0.00125813 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12341 57226 67416 10191
"3384725" 10387521 12600 0.0415 0.0375 0.0455 20 -0.000255652 0.00140155 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12341 57226 67416 10191
"3384725" 10387521 14400 0.0075 0.008 0.007 18 -0.000281659 0.00126524 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12341 57226 67416 10191
"3384725" 10387521 14200 0.052 0.044 0.06 20 -0.000395949 0.00124761 0 0 0.00129828 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12341 57226 67416 10191
"3384725" 10387521 13000 0.08075 0.083 0.0785 20 -0.000325165 0.0012271 0 0 6.82007e-05 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12341 57226 67416 10191
"3384725" 10400154 12600 0.017 0.019 0.015 24 -0.000191872 0.00198176 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12356 1547365 1576736 29372
"3384725" 10400154 12400 0.0025 0.003 0.002 22 -5.68333e-05 0.00198241 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12356 1547365 1576736 29372
"3384725" 10412053 12400 0.00375 0.0025 0.005 37 7.73615e-05 0.00170604 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12370 1167729 1197693 29965
"3384725" 10413761 12400 0.00125 0.001 0.0015 25 0.000101242 0.00171929 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12372 1378257 1399995 21739
"3384725" 10418995 12400 0.001 0.001 0.001 37 9.46122e-05 0.00209547 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12378 1748939 1784275 35337
"3384725" 10418996 12400 0.00175 0.001 0.0025 24 0.000101436 0.00194903 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12378 1429661 1448802 19142
"3384725" 10423269 12400 0.002 0.002 0.002 21 0.000708291 0.00213737 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12383 1762923 1778802 15880
"3384725" 10425820 12400 0.00125 0.001 0.0015 53 4.29577e-05 0.00237739 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12386 1426418 1470300 43883
"3384725" 10427519 12400 0.00125 0.001 0.0015 0 0 0 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12388 2022577 2040274 17698
"3384725" 10429175 12400 0.00025 5e-04 0 41 0.000828935 0.00160785 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12390 1563050 1597081 34032
"3384725" 10430022 12400 0.00125 0.002 5e-04 65 0.000216904 0.00186938 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12391 1706564 1751753 45190
"3384725" 10430022 12600 0.0075 0.0085 0.0065 65 0.000216904 0.00186938 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12391 1706564 1751753 45190
"3384725" 10430024 12400 0.001 5e-04 0.0015 69 0.000105494 0.00225644 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12391 1311507 1356805 45299
"3384725" 10431735 12400 5e-04 5e-04 5e-04 14 0.000179025 0.00144963 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12393 266581 277497 10917
"3384725" 10432558 12400 0.00025 0 5e-04 20 0.00045331 0.00172535 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12394 1936724 1952324 15601
"3384725" 10433383 12400 0.001 5e-04 0.0015 4 7.03911e-05 0.00119918 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12395 1377925 1382163 4239
"3384725" 10434230 12400 5e-04 5e-04 5e-04 23 3.29308e-05 0.00158372 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12396 628354 654607 26254
"3384725" 10435049 12400 0.00025 0 5e-04 41 9.68184e-05 0.00165965 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12397 959 28395 27437
"3384725" 10437521 12400 0.00025 0 5e-04 44 -6.30416e-05 0.00201775 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12400 1523339 1572934 49596
"3384725" 104649 200 0.009 0.0095 0.0085 1 -0.001339 0 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 125 1132409 1151064 18656
"3384725" 1051863 1400 0.02025 0.021 0.0195 3 -0.000508717 0.0037789 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1249 1513189 1529865 16677
"3384725" 10521647 12600 0.024 0.0265 0.0215 23 0.000170033 0.00204009 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12500 1356042 1376731 20690
"3384725" 10527709 12600 0.00675 0.0075 0.006 30 -0.000365927 0.00221967 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12507 1262644 1282031 19388
"3384725" 1053562 2600 0.03 0.033 0.027 7 0.000965188 0.00162559 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1251 1557917 1567517 9601
"3384725" 1053562 2200 0.0335 0.036 0.031 11 0.00122405 0.00135049 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1251 1557917 1567517 9601
"3384725" 1053562 3400 0.14375 0.148 0.1395 11 0.000799318 0.00191489 0 0 0.000146747 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1251 1557917 1567517 9601
"3384725" 1053562 3800 0.012 0.015 0.009 7 0.000965188 0.00162559 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1251 1557917 1567517 9601
"3384725" 1053562 2000 0.0945 0.0995 0.0895 9 0.000744779 0.00176841 0 0 0.000292159 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1251 1557917 1567517 9601
"3384725" 1053562 4000 0.0205 0.0225 0.0185 8 0.000746505 0.00162715 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1251 1557917 1567517 9601
"3384725" 1053562 3600 0.051 0.0505 0.0515 9 0.000443696 0.00178094 0 0 5.1654e-06 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1251 1557917 1567517 9601
"3384725" 1053562 3200 0.189 0.1825 0.1955 15 0.000469395 0.00194358 0 0 0.000275641 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1251 1557917 1567517 9601
"3384725" 1053562 1800 0.049 0.0545 0.0435 5 0.00120589 0.00191919 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1251 1557917 1567517 9601
"3384725" 1053562 1400 0.0115 0.0095 0.0135 5 0.00120589 0.00191919 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1251 1557917 1567517 9601
"3384725" 1053562 3000 0.12925 0.123 0.1355 15 0.000655352 0.00167924 0 0 0.000347085 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1251 1557917 1567517 9601
"3384725" 1053562 2400 0.02475 0.0255 0.024 9 0.000974737 0.00140852 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1251 1557917 1567517 9601
"3384725" 1053562 1600 0.029 0.0245 0.0335 5 0.00120589 0.00191919 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1251 1557917 1567517 9601
"3384725" 1053562 2800 0.16225 0.1635 0.161 10 0.00121848 0.00165552 0 0 1.14953e-05 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1251 1557917 1567517 9601
"3384725" 10540173 12600 0.0025 0.0025 0.0025 44 -0.000354391 0.00165856 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12522 442029 469259 27231
"3384725" 10541030 12600 5e-04 5e-04 5e-04 3 -0.000857398 0.00171279 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12523 1617685 1621071 3387
"3384725" 10568836 12600 0.001 5e-04 0.0015 31 0.000288692 0.00228372 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12556 1769354 1795129 25776
"3384725" 10592750 12600 5e-04 0.001 0 45 -0.000154443 0.00182167 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12584 135901 183815 47915
"3384725" 10594423 12600 0.00125 0 0.0025 57 -8.32925e-05 0.00191015 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12586 1144013 1185666 41654
"3384725" 10595306 12600 5e-04 0.001 0 35 0.000181914 0.00192114 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12587 1172753 1196989 24237
"3384725" 10599538 12600 0.003 0.004 0.002 11 0.000130595 0.00206696 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12592 856730 868204 11475
"3384725" 10601231 12600 0.00175 0.002 0.0015 4 0.00044229 0.000608016 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12594 732981 734817 1837
"3384725" 10604570 12600 0.001 0.001 0.001 43 -0.000669052 0.00148734 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12598 454972 477703 22732
"3384725" 10605440 12600 0.00025 5e-04 0 25 0.000990296 0.00189215 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12599 123700 140335 16636
"3384725" 10606272 12600 0.00025 5e-04 0 0 0 0 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12600 2015052 2058733 43682
"3384725" 10712100 12800 0.00325 0.004 0.0025 32 5.4103e-05 0.00182307 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12725 1359171 1382078 22908
"3384725" 10735969 12800 0.00425 0.0045 0.004 17 -6.49473e-05 0.00157682 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12753 617003 632861 15859
"3384725" 10741783 12800 0.00225 0.0015 0.003 0 0 0 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12760 2015136 2037736 22601
"3384725" 10746841 12800 0.0015 0.001 0.002 19 0.000106768 0.00250308 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12766 924554 939993 15440
"3384725" 10757752 12800 0.003 0.0025 0.0035 21 0.00050944 0.00194647 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12779 1574710 1594739 20030
"3384725" 10757753 12800 0.0015 5e-04 0.0025 45 0.000357801 0.00167223 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12779 715490 752113 36624
"3384725" 10761205 12800 0.00625 0.005 0.0075 37 0.000251804 0.00201241 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12783 604649 631610 26962
"3384725" 10762036 12800 0.00125 0.001 0.0015 38 -0.000158625 0.00187746 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12784 348794 372828 24035
"3384725" 10767043 12800 5e-04 5e-04 5e-04 3 0.00111794 0.00273648 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12790 316939 319524 2586
"3384725" 10769503 12800 0.00025 0 5e-04 39 3.76656e-05 0.00193844 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12793 367451 397262 29812
"3384725" 10771145 12800 0.00075 0 0.0015 6 -0.000598537 0.00304366 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12795 1782597 1786378 3782
"3384725" 10771958 12800 0.00025 5e-04 0 62 0.000104989 0.00208926 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12796 1430733 1480208 49476
"3384725" 10772789 12800 5e-04 5e-04 5e-04 13 0.00027593 0.00216219 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 12797 1759785 1766296 6512
