inv_id sim_gen inv_originGen inv_pos inv_end inv_length 
1135196 1400 1348 1934948 1948727 13780
1177107 1400 1398 1161369 1189018 27650
1053562 1400 1251 1557917 1567517 9601
1051863 1400 1249 1513189 1529865 16677
1115828 1400 1325 1927645 1976790 49146
1086413 1400 1290 516461 533011 16551
1172933 1400 1393 571541 574370 2830
1156989 1400 1374 36483 57990 21508
1146837 1400 1362 631026 634046 3021
1113296 1400 1322 817345 838735 21391
1177106 1400 1398 74839 83060 8222
1149418 1400 1365 1302195 1314617 12423
1177104 1400 1398 2014851 2058985 44135
1167852 1400 1387 2011158 2049930 38773
1176241 1400 1397 821181 859066 37886
1178809 1400 1400 1210495 1231854 21360
1178810 1400 1400 1004879 1011760 6882
1178811 1400 1400 928190 973302 45113
1178812 1400 1400 1846119 1894403 48285
1178813 1400 1400 1753926 1782035 28110
1178814 1400 1400 405965 426620 20656
1178815 1400 1400 54762 64050 9289
1188023 1600 1411 1861178 1890507 29330
1321423 1600 1570 848568 853624 5057
1326472 1600 1576 1153984 1181071 27088
1212353 1600 1440 1730466 1756999 26534
1298072 1600 1542 254541 270329 15789
1269595 1600 1508 1562901 1594709 31809
1281422 1600 1522 311673 336991 25319
1188903 1600 1412 1826676 1847135 20460
1342141 1600 1595 1864493 1889582 25090
1344722 1600 1598 470117 499782 29666
1308902 1600 1555 1508450 1557199 48750
1335509 1600 1587 150569 190709 40141
1329059 1600 1579 1531442 1566854 35413
1332341 1600 1583 566107 573445 7339
1337174 1600 1589 164357 173204 8848
1342982 1600 1596 2045964 2068285 22322
1341287 1600 1594 1835522 1864245 28724
1324817 1600 1574 135226 153563 18338
1343886 1600 1597 1229536 1267242 37707
1340507 1600 1593 1643002 1669061 26060
1340508 1600 1593 207200 233924 26725
1342981 1600 1596 1085180 1088410 3231
1344720 1600 1598 1849711 1868431 18721
1344721 1600 1598 1838086 1861209 23124
1345568 1600 1599 1568196 1580915 12720
1346384 1600 1600 1512938 1536750 23813
1504044 1800 1787 926666 937171 10506
1488283 1800 1768 1545451 1555760 10310
1454295 1800 1728 1242515 1261891 19377
1507321 1800 1791 979267 986062 6796
1472962 1800 1750 1628898 1673223 44326
1378267 1800 1638 1729312 1779129 49818
1396105 1800 1659 1456875 1466560 9686
1422248 1800 1690 904440 953668 49229
1496570 1800 1778 203682 216568 12887
1505659 1800 1789 1702640 1748327 45688
1510679 1800 1795 762088 768067 5980
1513985 1800 1799 1243276 1260982 17707
1513986 1800 1799 533108 566614 33507
1513987 1800 1799 1041712 1065180 23469
1514834 1800 1800 1516701 1524454 7754
1682379 2000 1999 562350 598133 35784
1552780 2000 1845 1769733 1797457 27725
1676449 2000 1992 1735382 1780770 45389
1657161 2000 1969 1128989 1147721 18733
1659582 2000 1972 751722 765534 13813
1678146 2000 1994 1378056 1398817 20762
1547744 2000 1839 335503 347886 12384
1584734 2000 1883 324989 373679 48691
1675636 2000 1991 2018590 2048883 30294
1574680 2000 1871 2050818 2071668 20851
1682378 2000 1999 454435 473626 19192
1657962 2000 1970 51711 64963 13253
1645239 2000 1955 1249987 1275391 25405
1638441 2000 1947 2065840 2091545 25706
1679827 2000 1996 428650 429637 988
1679829 2000 1996 733173 751331 18159
1683160 2000 2000 1349036 1370573 21538
1691631 2200 2010 420193 438290 18098
1756539 2200 2087 751346 761361 10016
1825565 2200 2169 5828 29967 24140
1790449 2200 2127 1605328 1652889 47562
1687460 2200 2005 1509409 1518581 9173
1842624 2200 2189 801165 837003 35839
1815487 2200 2157 929702 968741 39040
1834965 2200 2180 833089 864582 31494
1851020 2200 2199 549927 555932 6006
1831508 2200 2176 820866 869238 48373
1825564 2200 2169 1202854 1223108 20255
1846784 2200 2194 1376241 1380194 3954
1845972 2200 2193 103541 139475 35935
1847644 2200 2195 1157977 1172328 14352
1848511 2200 2196 1669768 1686747 16980
1846783 2200 2194 1289713 1299371 9659
1849321 2200 2197 63579 76255 12677
1847643 2200 2195 1925750 1973068 47319
1848512 2200 2196 433402 443044 9643
1851952 2200 2200 1597034 1599360 2327
1851953 2200 2200 250259 262567 12309
1954791 2400 2322 344636 381534 36899
1949782 2400 2316 903366 913964 10599
2005153 2400 2382 316913 328567 11655
2016096 2400 2395 706487 711491 5005
1882529 2400 2236 1533935 1568173 34239
2018577 2400 2398 184273 192813 8541
1932917 2400 2296 447614 465994 18381
1988275 2400 2362 515066 517534 2469
2005982 2400 2383 1226057 1237209 11153
1988274 2400 2362 2016606 2039192 22587
1890117 2400 2245 1452288 1486465 34178
1870552 2400 2222 704138 727904 23767
1950641 2400 2317 121185 169154 47970
2013586 2400 2392 440231 463106 22876
2018576 2400 2398 599042 599671 630
2017771 2400 2397 244579 280703 36125
2019408 2400 2399 1037849 1064968 27120
2020266 2400 2400 1445555 1458925 13371
2020267 2400 2400 927258 962247 34990
2020268 2400 2400 101668 117043 15376
2183637 2600 2594 37774 61374 23601
2110369 2600 2507 1854970 1894323 39354
2168618 2600 2576 814043 863752 49710
2026968 2600 2408 2029615 2043304 13690
2024443 2600 2405 306409 345111 38703
2173747 2600 2582 42334 55704 13371
2143248 2600 2546 727757 755862 28106
2033128 2600 2415 1451386 1479359 27974
2108705 2600 2505 1241606 1280514 38909
2187773 2600 2599 1200596 1210589 9994
2123860 2600 2523 2045077 2087499 42423
2085953 2600 2478 1664886 1693845 28960
2184466 2600 2595 309046 356616 47571
2069875 2600 2459 1729830 1750314 20485
2082586 2600 2474 808791 818978 10188
2128009 2600 2528 361368 397241 35874
2184463 2600 2595 28286 75463 47178
2188618 2600 2600 452745 492022 39278
2188619 2600 2600 1855467 1895343 39877
2188620 2600 2600 136867 176808 39942
2239137 2800 2660 421868 468586 46719
2346340 2800 2787 1632718 1642098 9381
2337009 2800 2776 960556 986794 26239
2313367 2800 2748 816540 823725 7186
2251927 2800 2675 1462866 1496025 33160
2351406 2800 2793 1413201 1453500 40300
2316696 2800 2752 2009936 2044393 34458
2356381 2800 2799 1109224 1145793 36570
2351405 2800 2793 1449288 1473113 23826
2290648 2800 2721 1473817 1499023 25207
2310018 2800 2744 1439921 1456404 16484
2303245 2800 2736 701334 712343 11010
2305810 2800 2739 849823 887746 37924
2327693 2800 2765 814940 837255 22316
2340334 2800 2780 1660034 1665042 5009
2328508 2800 2766 1158889 1179185 20297
2327694 2800 2765 1525978 1566962 40985
2337880 2800 2777 920967 930500 9534
2348862 2800 2790 1786028 1795347 9320
2352270 2800 2794 433256 444033 10778
2357250 2800 2800 207120 251791 44672
2466965 3000 2931 1929893 1932052 2160
2506633 3000 2978 143215 146565 3351
2524222 3000 2999 1653804 1689190 35387
2504933 3000 2976 1164927 1183807 18881
2493064 3000 2962 1519350 1539576 20227
2522540 3000 2997 1410244 1454739 44496
2448553 3000 2909 6563 51132 44570
2473607 3000 2939 676281 692501 16221
2524221 3000 2999 152859 182623 29765
2521711 3000 2996 1136134 1160912 24779
2523406 3000 2998 1713985 1714750 766
2523404 3000 2998 1517083 1520611 3529
2523405 3000 2998 257272 257578 307
2525046 3000 3000 640992 650281 9290
2525047 3000 3000 769784 774431 4648
2672179 3200 3175 1337809 1346195 8387
2610396 3200 3101 459790 495307 35518
2606922 3200 3097 631293 668333 37041
2681448 3200 3186 1400648 1446252 45605
2690747 3200 3197 853249 862357 9109
2671361 3200 3174 325993 367002 41010
2659746 3200 3160 814774 830037 15264
2667977 3200 3170 1742873 1773806 30934
2691554 3200 3198 1142683 1170385 27703
2656430 3200 3156 1829040 1842462 13423
2688256 3200 3194 1210026 1223197 13172
2688252 3200 3194 1732860 1773046 40187
2686543 3200 3192 252536 267178 14643
2687378 3200 3193 213579 220564 6986
2689920 3200 3196 1052880 1072924 20045
2692364 3200 3199 1047834 1090377 42544
2839305 3400 3374 51551 86875 35325
2856926 3400 3395 1455646 1496576 40931
2837654 3400 3372 719759 729696 9938
2782248 3400 3306 948073 992844 44772
2850294 3400 3387 729503 734847 5345
2754521 3400 3273 538649 587009 48361
2856109 3400 3394 1949221 1961274 12054
2841000 3400 3376 1361145 1391521 30377
2730908 3400 3245 1724781 1769158 44378
2856110 3400 3394 1070959 1088947 17989
2825861 3400 3358 387607 394777 7171
2793870 3400 3320 1586801 1591998 5198
2829295 3400 3362 1131706 1131816 111
2847846 3400 3384 1964617 1985352 20736
2817425 3400 3348 422799 436560 13762
2848645 3400 3385 911190 957763 46574
2851973 3400 3389 1515227 1560998 45772
2851974 3400 3389 221341 262666 41326
2851975 3400 3389 1700115 1702956 2842
2859380 3400 3398 1533784 1582682 48899
2861076 3400 3400 1101607 1111217 9611
2861077 3400 3400 51195 69952 18758
2988830 3600 3552 1133538 1174392 40855
2888054 3600 3432 1338875 1383942 45068
3015016 3600 3583 1143559 1174869 31311
2862791 3600 3402 732850 757827 24978
2995570 3600 3560 826537 831278 4742
3025946 3600 3596 1559688 1573300 13613
2911664 3600 3460 337371 359064 21694
2948562 3600 3504 1639642 1674280 34639
2952763 3600 3509 317028 324966 7939
2924325 3600 3475 1806699 1820567 13869
2961116 3600 3519 937399 981142 43744
2992999 3600 3557 1060878 1099064 38187
2934218 3600 3487 650793 671246 20454
2969446 3600 3529 936668 953054 16387
3025943 3600 3596 411671 448467 36797
3024277 3600 3594 2055922 2059995 4074
3000585 3600 3566 747447 771609 24163
3024276 3600 3594 907622 907970 349
3021719 3600 3591 339789 378469 38681
3023431 3600 3593 1322424 1340075 17652
3025942 3600 3596 116133 137720 21588
3028443 3600 3599 77965 98051 20087
3190554 3800 3791 1736950 1780453 43504
3117845 3800 3705 949310 956234 6925
3187186 3800 3787 735861 751159 15299
3194774 3800 3796 362639 379883 17245
3166893 3800 3763 1921898 1926123 4226
3197395 3800 3799 57770 68594 10825
3102688 3800 3687 924621 942783 18163
3194771 3800 3796 219741 240407 20667
3195710 3800 3797 1707316 1714584 7269
3178614 3800 3777 116785 160713 43929
3197393 3800 3799 501546 532801 31256
3197394 3800 3799 1273096 1289637 16542
3198170 3800 3800 2053174 2081967 28794
3198171 3800 3800 307852 351791 43940
3198172 3800 3800 700109 738965 38857
3198173 3800 3800 943914 989360 45447
3310139 4000 3933 300704 325075 24372
3351083 4000 3982 1930493 1944966 14474
3312613 4000 3936 424927 437918 12992
3363691 4000 3997 707548 735561 28014
3348556 4000 3979 1910983 1942369 31387
3338424 4000 3967 941897 960897 19001
3280802 4000 3898 1034564 1043835 9272
3247981 4000 3859 844298 851053 6756
3351081 4000 3982 1148726 1159651 10926
3348555 4000 3979 918644 951794 33151
3359453 4000 3992 10653 30134 19482
3359451 4000 3992 939292 939958 667
3356969 4000 3989 2003050 2030628 27579
3356970 4000 3989 172560 179021 6462
3364533 4000 3998 627919 656946 29028
3365406 4000 3999 337961 381217 43257
3365407 4000 3999 1308623 1346791 38169
3365409 4000 3999 1509489 1518400 8912
3366249 4000 4000 1548825 1597760 48936
3366250 4000 4000 490684 491805 1122
3366251 4000 4000 1363150 1387807 24658
3366252 4000 4000 2000498 2037836 37339
3489440 4200 4146 1022778 1050712 27935
3369548 4200 4004 2048143 2077486 29344
3525812 4200 4189 724406 743030 18625
3367067 4200 4001 60841 72890 12050
3489441 4200 4146 508431 522484 14054
3471487 4200 4125 554821 587059 32239
3525003 4200 4188 1919781 1969272 49492
3520883 4200 4183 1306310 1353608 47299
3532528 4200 4197 1123375 1166435 43061
3498723 4200 4157 1601748 1611746 9999
3534163 4200 4199 1454485 1478100 23616
3534164 4200 4199 1167679 1176473 8795
3535015 4200 4200 1840704 1861878 21175
3535016 4200 4200 1109208 1113812 4605
3535017 4200 4200 1222875 1238003 15129
3535018 4200 4200 2030147 2048852 18706
3698199 4400 4394 1907203 1927701 20499
3697374 4400 4393 1601100 1636629 35530
3606204 4400 4285 332194 363715 31522
3652495 4400 4340 2022966 2065404 42439
3635731 4400 4320 625127 674893 49767
3690627 4400 4385 2002493 2036681 34189
3561134 4400 4231 1628018 1635502 7485
3678030 4400 4370 1116164 1118290 2127
3583744 4400 4258 249589 263243 13655
3645788 4400 4332 844973 870727 25755
3605399 4400 4284 1234758 1240753 5996
3680583 4400 4373 1664387 1695593 31207
3629846 4400 4313 969634 998435 28802
3699048 4400 4395 1753577 1793169 39593
3699047 4400 4395 1900170 1936588 36419
3695685 4400 4391 1610824 1625966 15143
3703235 4400 4400 1728634 1742816 14183
3795963 4600 4510 175417 187159 11743
3841367 4600 4564 661183 691259 30077
3852351 4600 4577 1838979 1867350 28372
3850622 4600 4575 1318924 1357112 38189
3763780 4600 4472 52295 77818 25524
3859098 4600 4585 1303518 1329673 26156
3828822 4600 4549 238074 278638 40565
3854869 4600 4580 319343 335537 16195
3863243 4600 4590 820180 868273 48094
3870788 4600 4599 1214606 1256312 41707
3870786 4600 4599 343609 374786 31178
3871677 4600 4600 1551505 1585250 33746
3871678 4600 4600 1021011 1063959 42949
3883414 4800 4614 45072 66249 21178
4009002 4800 4763 968100 985050 16951
3906136 4800 4641 2039715 2088900 49186
3925612 4800 4664 1616225 1654183 37959
3955120 4800 4699 2036053 2074233 38181
3985366 4800 4735 1288674 1299816 11143
4024085 4800 4781 2047291 2091060 43770
4007345 4800 4761 722609 762812 40204
3980425 4800 4729 1318367 1362118 43752
3929103 4800 4668 1633754 1649368 15615
4015657 4800 4771 1718030 1741385 23356
3927371 4800 4666 1940978 1952717 11740
3955930 4800 4700 814218 832171 17954
4036686 4800 4796 452465 458124 5660
4036687 4800 4796 1811728 1842297 30570
4036688 4800 4796 1959522 1961304 1783
4038441 4800 4798 1394439 1396959 2521
4037548 4800 4797 1002868 1045624 42757
4037549 4800 4797 423126 437149 14024
4039275 4800 4799 1532107 1534953 2847
4040133 4800 4800 1322446 1353581 31136
4170596 5000 4955 1407130 1437194 30065
4170597 5000 4955 841631 866437 24807
4201841 5000 4992 1260014 1267510 7497
4141138 5000 4920 1988541 1999565 11025
4203517 5000 4994 1229561 1270176 40616
4195838 5000 4985 828048 839864 11817
4206016 5000 4997 2054491 2080021 25531
4099657 5000 4871 1628490 1639683 11194
4204389 5000 4995 92108 99310 7203
4073714 5000 4840 1753294 1791339 38046
4173101 5000 4958 743152 787744 44593
4092933 5000 4863 233836 270968 37133
4201839 5000 4992 326554 369064 42511
4171410 5000 4956 1709699 1741086 31388
4168068 5000 4952 220871 226403 5533
4208539 5000 5000 1458635 1464104 5470
4368520 5200 5191 1643915 1662510 18596
4341693 5200 5159 509257 527581 18325
4358428 5200 5179 671274 679260 7987
4360091 5200 5181 2044890 2078260 33371
4339942 5200 5157 2040213 2067064 26852
4340768 5200 5158 855855 875889 20035
4284595 5200 5091 152387 168668 16282
4307959 5200 5119 1856653 1875579 18927
4371921 5200 5195 118977 161313 42337
4350050 5200 5169 2045491 2090832 45342
4371919 5200 5195 636609 661628 25020
4289757 5200 5097 368599 374082 5484
4278797 5200 5084 553672 563038 9367
4305493 5200 5116 841148 847417 6270
4363481 5200 5185 1070409 1095622 25214
4358427 5200 5179 830116 871142 41027
4369322 5200 5192 421443 435190 13748
4355883 5200 5176 786094 791483 5390
4367632 5200 5190 808517 839966 31450
4373663 5200 5197 1932137 1976175 44039
4375326 5200 5199 323728 370639 46912
4376176 5200 5200 139261 161226 21966
4376177 5200 5200 1329695 1360569 30875
4376178 5200 5200 717842 765719 47878
4480118 5400 5324 568652 577544 8893
4542745 5400 5398 1812400 1826899 14500
4543616 5400 5399 142471 177900 35430
4466587 5400 5308 1811487 1838194 26708
4474186 5400 5317 642371 659671 17301
4538501 5400 5393 1457919 1484317 26399
4527707 5400 5380 1211120 1242197 31078
4541128 5400 5396 2083040 2085169 2130
4526879 5400 5379 1422950 1465180 42231
4530959 5400 5384 449860 494913 45054
4541127 5400 5396 60087 62689 2603
4538500 5400 5393 738526 787360 48835
4541926 5400 5397 1829368 1833215 3848
4541927 5400 5397 1840724 1879510 38787
4542744 5400 5398 1875893 1878658 2766
4544450 5400 5400 2010023 2056579 46557
4544451 5400 5400 1109020 1158457 49438
4544452 5400 5400 1307557 1353001 45445
4700690 5600 5586 1924648 1961563 36916
4698172 5600 5583 337947 368824 30878
4654741 5600 5532 1679567 1693306 13740
4679547 5600 5561 68312 75255 6944
4633078 5600 5506 1600278 1621173 20896
4700687 5600 5586 940740 963510 22771
4700689 5600 5586 1829009 1837802 8794
4648958 5600 5525 1726755 1758370 31616
4623895 5600 5495 1303858 1330735 26878
4673509 5600 5554 1840366 1859790 19425
4623893 5600 5495 162359 199257 36899
4595514 5600 5461 1816447 1863037 46591
4604680 5600 5472 540623 564990 24368
4706758 5600 5593 1661966 1670971 9006
4701521 5600 5587 412445 444336 31892
4712630 5600 5600 938834 945930 7097
4712631 5600 5600 1235899 1256324 20426
4712632 5600 5600 515913 530936 15024
4739628 5800 5632 1156853 1193734 36882
4867478 5800 5784 801182 847265 46084
4870009 5800 5787 941690 974323 32634
4831362 5800 5741 629187 672484 43298
4871759 5800 5789 654241 669326 15086
4816469 5800 5723 1850593 1898444 47852
4786942 5800 5688 1145230 1181443 36214
4879312 5800 5798 1402068 1438153 36086
4877619 5800 5796 453486 492482 38997
4878476 5800 5797 409803 412789 2987
4880117 5800 5799 40692 86322 45631
4880970 5800 5800 1738844 1764296 25453
4880971 5800 5800 2093329 2098589 5261
4880972 5800 5800 1381870 1398422 16553
5000260 6000 5941 1627889 1671974 44086
5009578 6000 5952 670815 692625 21811
5045733 6000 5995 601022 637981 36960
4980651 6000 5918 639867 687002 47136
4925735 6000 5853 1815611 1831814 16204
5015427 6000 5959 1242030 1244980 2951
5047398 6000 5997 1717423 1735486 18064
5023061 6000 5968 318125 328138 10014
4951151 6000 5883 1345982 1392701 46720
5049021 6000 5999 805827 833727 27901
5009581 6000 5952 687672 693221 5550
5041543 6000 5990 1764719 1777858 13140
5048204 6000 5998 1477663 1480328 2666
5049020 6000 5999 1304296 1342049 37754
5049828 6000 6000 260706 290544 29839
5129413 6200 6095 246966 288570 41605
5149576 6200 6119 1329039 1358327 29289
5130285 6200 6096 443457 460707 17251
5214310 6200 6196 990143 998413 8271
5162951 6200 6135 1746762 1772588 25827
5216853 6200 6199 401132 446598 45467
5147085 6200 6116 436403 454857 18455
5165457 6200 6138 1455286 1498324 43039
5184727 6200 6161 733203 734639 1437
5194006 6200 6172 1562493 1586405 23913
5193111 6200 6171 274507 291745 17239
5216852 6200 6199 209241 232540 23300
5212674 6200 6194 1851198 1881364 30167
5212673 6200 6194 1886766 1890788 4023
5214312 6200 6196 1213740 1252485 38746
5214311 6200 6196 1532349 1565726 33378
5211842 6200 6193 1441374 1478054 36681
5212672 6200 6194 568638 597578 28941
5217754 6200 6200 1673997 1694515 20519
5374293 6400 6386 432859 444441 11583
5361599 6400 6371 833230 867958 34729
5361598 6400 6371 23858 48423 24566
5331292 6400 6335 1401000 1437792 36793
5315313 6400 6316 621358 648777 27420
5367470 6400 6378 917488 964636 47149
5381011 6400 6394 1737796 1770448 32653
5385229 6400 6399 1727150 1742741 15592
5379382 6400 6392 731313 757480 26168
5382698 6400 6396 435403 481338 45936
5385228 6400 6399 749704 750883 1180
5384390 6400 6398 1665556 1674996 9441
5386035 6400 6400 1436032 1485600 49569
5386036 6400 6400 1745850 1755637 9788
5547574 6600 6592 745255 770065 24811
5406286 6600 6424 702971 743390 40420
5535802 6600 6578 850601 875911 25311
5460007 6600 6488 1530533 1557476 26944
5477596 6600 6509 405701 444024 38324
5507885 6600 6545 607187 635531 28345
5545033 6600 6589 1255151 1296229 41079
5511217 6600 6549 1136009 1179037 43029
5401227 6600 6418 506998 517162 10165
5521313 6600 6561 1062593 1093333 30741
5540874 6600 6584 1705895 1738850 32956
5493491 6600 6528 801325 829365 28041
5514559 6600 6553 1038910 1081327 42418
5480159 6600 6512 1415303 1447722 32420
5529014 6600 6570 217094 218983 1890
5488481 6600 6522 426522 468688 42167
5554257 6600 6600 279701 290664 10964
5554258 6600 6600 1053045 1098012 44968
5658506 6800 6724 879791 894546 14756
5622250 6800 6681 1907020 1952134 45115
5683577 6800 6754 944413 971684 27272
5679406 6800 6749 1728443 1743321 14879
5698607 6800 6772 107308 144047 36740
5701081 6800 6775 230983 278945 47963
5567572 6800 6616 2018487 2067060 48574
5648384 6800 6712 715041 733934 18894
5714765 6800 6791 517995 528894 10900
5654352 6800 6719 1069225 1095425 26201
5645821 6800 6709 1037306 1047292 9987
5644160 6800 6707 423205 453906 30702
5714764 6800 6791 211932 248451 36520
5713904 6800 6790 57073 97862 40790
5713900 6800 6790 1235571 1241925 6355
5720732 6800 6798 1620625 1631925 11301
5717358 6800 6794 1858455 1859793 1339
5719899 6800 6797 720245 734803 14559
5720731 6800 6798 2021214 2062851 41638
5722422 6800 6800 1709422 1743534 34113
5878570 7000 6985 541858 547539 5682
5886052 7000 6994 944524 963079 18556
5853291 7000 6955 372317 389836 17520
5742029 7000 6823 1558185 1567026 8842
5850845 7000 6952 1256225 1299791 43567
5771722 7000 6858 72764 88602 15839
5850009 7000 6951 624935 659901 34967
5880225 7000 6987 13600 33340 19741
5887774 7000 6996 346403 367715 21313
5891057 7000 7000 1035115 1036392 1278
5891058 7000 7000 929209 957805 28597
5891059 7000 7000 1305480 1320232 14753
6045160 7200 7183 433975 474772 40798
5891058 7200 7000 929209 957805 28597
6053560 7200 7193 1852689 1887403 34715
5928889 7200 7045 1843622 1891572 47951
6017308 7200 7150 1620586 1658228 37643
5964213 7200 7087 1538989 1561083 22095
6057754 7200 7198 253458 278964 25507
6002001 7200 7132 1960543 1985997 25455
6004665 7200 7135 229469 273993 44525
6018165 7200 7151 1401950 1412092 10143
6024063 7200 7158 21565 28341 6777
5893508 7200 7003 1540815 1572806 31992
6048561 7200 7187 1577943 1594149 16207
6049408 7200 7188 817396 846527 29132
6058550 7200 7199 311806 321137 9332
6058549 7200 7199 441348 476583 35236
6056917 7200 7197 443942 458449 14508
6059423 7200 7200 260506 299432 38927
6059424 7200 7200 1918423 1954179 35757
6083687 7400 7229 1000741 1007193 6453
6190762 7400 7356 1446899 1481874 34976
6220170 7400 7391 609239 614231 4993
6163635 7400 7324 469531 492982 23452
6102225 7400 7251 700071 735745 35675
6205017 7400 7373 1502751 1535635 32885
6177120 7400 7340 629280 667308 38029
6184937 7400 7349 1020286 1039906 19621
6119865 7400 7272 531719 579628 47910
6138329 7400 7294 445359 449342 3984
6219323 7400 7390 160791 172567 11777
6170397 7400 7332 2061222 2066927 5706
6208346 7400 7377 1022526 1055665 33140
6206681 7400 7375 1143483 1175195 31713
6226999 7400 7399 1951140 1968672 17533
6226182 7400 7398 1314426 1328826 14401
6223650 7400 7395 733764 749758 15995
6223652 7400 7395 227428 255864 28437
6224542 7400 7396 506381 517181 10801
6225412 7400 7397 1403440 1422962 19523
6225413 7400 7397 407946 415304 7359
6227836 7400 7400 1074321 1095609 21289
6352860 7600 7548 866407 896605 30199
6272853 7600 7453 1957229 1999245 42017
6366281 7600 7564 955201 963809 8609
6392362 7600 7595 334410 365749 31340
6384080 7600 7585 154727 192144 37418
6282280 7600 7464 1272988 1275900 2913
6372166 7600 7571 1681722 1684161 2440
6375573 7600 7575 952401 968376 15976
6303848 7600 7490 1540930 1565337 24408
6363821 7600 7561 1330902 1380140 49239
6391514 7600 7594 1337058 1384823 47766
6390661 7600 7593 1062547 1076161 13615
6383209 7600 7584 18758 43664 24907
6321499 7600 7511 211071 223820 12750
6409114 7800 7615 1700967 1738925 37959
6511688 7800 7737 2093 50830 48738
6558724 7800 7793 244486 251412 6927
6425961 7800 7635 1814141 1849658 35518
6403264 7800 7608 241105 273427 32323
6444280 7800 7657 1946355 1970474 24120
6533424 7800 7763 1256518 1278513 21996
6563757 7800 7799 1455448 1472573 17126
6505011 7800 7729 1947631 1994485 46855
6485611 7800 7706 920922 961398 40477
6562959 7800 7798 1170274 1188429 18156
6469567 7800 7687 612947 643960 31014
6485609 7800 7706 772895 798325 25431
6553624 7800 7787 1475481 1485246 9766
6543516 7800 7775 2018398 2056122 37725
6458530 7800 7674 361838 390878 29041
6560467 7800 7795 149486 192166 42681
