"seed" "muBase" "muInv" "sigmaK" "alpha" "rep" "n" "enVar" "mig1" "mig2" "theta1" "theta2" "burnin" "chromNum" "r" "dom"
3383304 0.0000001 0 0.75 0.002 2 1000 0.1 0.4 0.4 1 -1 10000 21 0.000001 2
3383305 0.0000001 0 0.75 0.002 2 1000 0.1 0.5 0.5 1 -1 10000 21 0.000001 2
3383306 0.0000001 0 0.75 0.002 3 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3383307 0.0000001 0 0.75 0.002 3 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3383308 0.0000001 0 0.75 0.002 3 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3383309 0.0000001 0 0.75 0.002 3 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3383310 0.0000001 0 0.75 0.002 3 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3383311 0.0000001 0 0.75 0.002 3 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3383312 0.0000001 0 0.75 0.002 3 1000 0.1 0.001 0.001 1 -1 10000 21 0.000001 2
3383313 0.0000001 0 0.75 0.002 3 1000 0.1 0.01 0.01 1 -1 10000 21 0.000001 2
3383314 0.0000001 0 0.75 0.002 3 1000 0.1 0.1 0.1 1 -1 10000 21 0.000001 2
3383315 0.0000001 0 0.75 0.002 3 1000 0.1 0.25 0.25 1 -1 10000 21 0.000001 2
3383316 0.0000001 0 0.75 0.002 3 1000 0.1 0.4 0.4 1 -1 10000 21 0.000001 2
3383317 0.0000001 0 0.75 0.002 3 1000 0.1 0.5 0.5 1 -1 10000 21 0.000001 2
3383318 0.0000001 0 0.75 0.002 4 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3383319 0.0000001 0 0.75 0.002 4 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3383320 0.0000001 0 0.75 0.002 4 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3383321 0.0000001 0 0.75 0.002 4 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3383322 0.0000001 0 0.75 0.002 4 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3383323 0.0000001 0 0.75 0.002 4 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3383324 0.0000001 0 0.75 0.002 4 1000 0.1 0.001 0.001 1 -1 10000 21 0.000001 2
3383325 0.0000001 0 0.75 0.002 4 1000 0.1 0.01 0.01 1 -1 10000 21 0.000001 2
3383326 0.0000001 0 0.75 0.002 4 1000 0.1 0.1 0.1 1 -1 10000 21 0.000001 2
3383327 0.0000001 0 0.75 0.002 4 1000 0.1 0.25 0.25 1 -1 10000 21 0.000001 2
3383328 0.0000001 0 0.75 0.002 4 1000 0.1 0.4 0.4 1 -1 10000 21 0.000001 2
3383329 0.0000001 0 0.75 0.002 4 1000 0.1 0.5 0.5 1 -1 10000 21 0.000001 2
3383330 0.0000001 0 0.75 0.002 5 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3383331 0.0000001 0 0.75 0.002 5 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3383332 0.0000001 0 0.75 0.002 5 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3383333 0.0000001 0 0.75 0.002 5 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3383334 0.0000001 0 0.75 0.002 5 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3383335 0.0000001 0 0.75 0.002 5 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3383336 0.0000001 0 0.75 0.002 5 1000 0.1 0.001 0.001 1 -1 10000 21 0.000001 2
3383337 0.0000001 0 0.75 0.002 5 1000 0.1 0.01 0.01 1 -1 10000 21 0.000001 2
3383338 0.0000001 0 0.75 0.002 5 1000 0.1 0.1 0.1 1 -1 10000 21 0.000001 2
3383339 0.0000001 0 0.75 0.002 5 1000 0.1 0.25 0.25 1 -1 10000 21 0.000001 2
3383340 0.0000001 0 0.75 0.002 5 1000 0.1 0.4 0.4 1 -1 10000 21 0.000001 2
3383341 0.0000001 0 0.75 0.002 5 1000 0.1 0.5 0.5 1 -1 10000 21 0.000001 2
3383342 0.0000001 0 0.75 0.2 1 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3383343 0.0000001 0 0.75 0.2 1 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3383344 0.0000001 0 0.75 0.2 1 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3383345 0.0000001 0 0.75 0.2 1 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3383346 0.0000001 0 0.75 0.2 1 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3383347 0.0000001 0 0.75 0.2 1 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3383348 0.0000001 0 0.75 0.2 1 1000 0.1 0.001 0.001 1 -1 10000 21 0.000001 2
3383349 0.0000001 0 0.75 0.2 1 1000 0.1 0.01 0.01 1 -1 10000 21 0.000001 2
3383350 0.0000001 0 0.75 0.2 1 1000 0.1 0.1 0.1 1 -1 10000 21 0.000001 2
3383351 0.0000001 0 0.75 0.2 1 1000 0.1 0.25 0.25 1 -1 10000 21 0.000001 2
3383352 0.0000001 0 0.75 0.2 1 1000 0.1 0.4 0.4 1 -1 10000 21 0.000001 2
3383353 0.0000001 0 0.75 0.2 1 1000 0.1 0.5 0.5 1 -1 10000 21 0.000001 2
3383354 0.0000001 0 0.75 0.2 2 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3383355 0.0000001 0 0.75 0.2 2 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3383356 0.0000001 0 0.75 0.2 2 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3383357 0.0000001 0 0.75 0.2 2 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3383358 0.0000001 0 0.75 0.2 2 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3383359 0.0000001 0 0.75 0.2 2 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3383360 0.0000001 0 0.75 0.2 2 1000 0.1 0.001 0.001 1 -1 10000 21 0.000001 2
3383361 0.0000001 0 0.75 0.2 2 1000 0.1 0.01 0.01 1 -1 10000 21 0.000001 2
3383362 0.0000001 0 0.75 0.2 2 1000 0.1 0.1 0.1 1 -1 10000 21 0.000001 2
3383363 0.0000001 0 0.75 0.2 2 1000 0.1 0.25 0.25 1 -1 10000 21 0.000001 2
3383364 0.0000001 0 0.75 0.2 2 1000 0.1 0.4 0.4 1 -1 10000 21 0.000001 2
3383365 0.0000001 0 0.75 0.2 2 1000 0.1 0.5 0.5 1 -1 10000 21 0.000001 2
3383366 0.0000001 0 0.75 0.2 3 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3383367 0.0000001 0 0.75 0.2 3 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3383368 0.0000001 0 0.75 0.2 3 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3383369 0.0000001 0 0.75 0.2 3 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3383370 0.0000001 0 0.75 0.2 3 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3383371 0.0000001 0 0.75 0.2 3 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3383372 0.0000001 0 0.75 0.2 3 1000 0.1 0.001 0.001 1 -1 10000 21 0.000001 2
3383373 0.0000001 0 0.75 0.2 3 1000 0.1 0.01 0.01 1 -1 10000 21 0.000001 2
3383374 0.0000001 0 0.75 0.2 3 1000 0.1 0.1 0.1 1 -1 10000 21 0.000001 2
3383375 0.0000001 0 0.75 0.2 3 1000 0.1 0.25 0.25 1 -1 10000 21 0.000001 2
3383376 0.0000001 0 0.75 0.2 3 1000 0.1 0.4 0.4 1 -1 10000 21 0.000001 2
3383377 0.0000001 0 0.75 0.2 3 1000 0.1 0.5 0.5 1 -1 10000 21 0.000001 2
3383378 0.0000001 0 0.75 0.2 4 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3383379 0.0000001 0 0.75 0.2 4 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3383380 0.0000001 0 0.75 0.2 4 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3383381 0.0000001 0 0.75 0.2 4 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3383382 0.0000001 0 0.75 0.2 4 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3383383 0.0000001 0 0.75 0.2 4 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3383384 0.0000001 0 0.75 0.2 4 1000 0.1 0.001 0.001 1 -1 10000 21 0.000001 2
3383385 0.0000001 0 0.75 0.2 4 1000 0.1 0.01 0.01 1 -1 10000 21 0.000001 2
3383386 0.0000001 0 0.75 0.2 4 1000 0.1 0.1 0.1 1 -1 10000 21 0.000001 2
3383387 0.0000001 0 0.75 0.2 4 1000 0.1 0.25 0.25 1 -1 10000 21 0.000001 2
3383388 0.0000001 0 0.75 0.2 4 1000 0.1 0.4 0.4 1 -1 10000 21 0.000001 2
3383389 0.0000001 0 0.75 0.2 4 1000 0.1 0.5 0.5 1 -1 10000 21 0.000001 2
3383390 0.0000001 0 0.75 0.2 5 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3383391 0.0000001 0 0.75 0.2 5 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3383392 0.0000001 0 0.75 0.2 5 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3383393 0.0000001 0 0.75 0.2 5 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3383394 0.0000001 0 0.75 0.2 5 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3383395 0.0000001 0 0.75 0.2 5 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3383396 0.0000001 0 0.75 0.2 5 1000 0.1 0.001 0.001 1 -1 10000 21 0.000001 2
3383397 0.0000001 0 0.75 0.2 5 1000 0.1 0.01 0.01 1 -1 10000 21 0.000001 2
3383398 0.0000001 0 0.75 0.2 5 1000 0.1 0.1 0.1 1 -1 10000 21 0.000001 2
3383399 0.0000001 0 0.75 0.2 5 1000 0.1 0.25 0.25 1 -1 10000 21 0.000001 2
3383400 0.0000001 0 0.75 0.2 5 1000 0.1 0.4 0.4 1 -1 10000 21 0.000001 2
3383401 0.0000001 0 0.75 0.2 5 1000 0.1 0.5 0.5 1 -1 10000 21 0.000001 2
3383402 0.0000001 0 1.5 0.002 1 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3383403 0.0000001 0 1.5 0.002 1 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3383404 0.0000001 0 1.5 0.002 1 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3383405 0.0000001 0 1.5 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3383406 0.0000001 0 1.5 0.002 1 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3383407 0.0000001 0 1.5 0.002 1 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3383408 0.0000001 0 1.5 0.002 1 1000 0.1 0.001 0.001 1 -1 10000 21 0.000001 2
3383409 0.0000001 0 1.5 0.002 1 1000 0.1 0.01 0.01 1 -1 10000 21 0.000001 2
3383410 0.0000001 0 1.5 0.002 1 1000 0.1 0.1 0.1 1 -1 10000 21 0.000001 2
3383411 0.0000001 0 1.5 0.002 1 1000 0.1 0.25 0.25 1 -1 10000 21 0.000001 2
3383412 0.0000001 0 1.5 0.002 1 1000 0.1 0.4 0.4 1 -1 10000 21 0.000001 2
3383413 0.0000001 0 1.5 0.002 1 1000 0.1 0.5 0.5 1 -1 10000 21 0.000001 2
3383414 0.0000001 0 1.5 0.002 2 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3383415 0.0000001 0 1.5 0.002 2 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3383416 0.0000001 0 1.5 0.002 2 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3383417 0.0000001 0 1.5 0.002 2 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3383418 0.0000001 0 1.5 0.002 2 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3383419 0.0000001 0 1.5 0.002 2 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3383420 0.0000001 0 1.5 0.002 2 1000 0.1 0.001 0.001 1 -1 10000 21 0.000001 2
3383421 0.0000001 0 1.5 0.002 2 1000 0.1 0.01 0.01 1 -1 10000 21 0.000001 2
3383422 0.0000001 0 1.5 0.002 2 1000 0.1 0.1 0.1 1 -1 10000 21 0.000001 2
3383423 0.0000001 0 1.5 0.002 2 1000 0.1 0.25 0.25 1 -1 10000 21 0.000001 2
3383424 0.0000001 0 1.5 0.002 2 1000 0.1 0.4 0.4 1 -1 10000 21 0.000001 2
3383425 0.0000001 0 1.5 0.002 2 1000 0.1 0.5 0.5 1 -1 10000 21 0.000001 2
3383426 0.0000001 0 1.5 0.002 3 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3383427 0.0000001 0 1.5 0.002 3 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3383428 0.0000001 0 1.5 0.002 3 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3383429 0.0000001 0 1.5 0.002 3 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3383430 0.0000001 0 1.5 0.002 3 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3383431 0.0000001 0 1.5 0.002 3 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3383432 0.0000001 0 1.5 0.002 3 1000 0.1 0.001 0.001 1 -1 10000 21 0.000001 2
3383433 0.0000001 0 1.5 0.002 3 1000 0.1 0.01 0.01 1 -1 10000 21 0.000001 2
3383434 0.0000001 0 1.5 0.002 3 1000 0.1 0.1 0.1 1 -1 10000 21 0.000001 2
3383435 0.0000001 0 1.5 0.002 3 1000 0.1 0.25 0.25 1 -1 10000 21 0.000001 2
3383436 0.0000001 0 1.5 0.002 3 1000 0.1 0.4 0.4 1 -1 10000 21 0.000001 2
3383437 0.0000001 0 1.5 0.002 3 1000 0.1 0.5 0.5 1 -1 10000 21 0.000001 2
3383438 0.0000001 0 1.5 0.002 4 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3383439 0.0000001 0 1.5 0.002 4 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3383440 0.0000001 0 1.5 0.002 4 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3383441 0.0000001 0 1.5 0.002 4 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3383442 0.0000001 0 1.5 0.002 4 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3383443 0.0000001 0 1.5 0.002 4 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3383444 0.0000001 0 1.5 0.002 4 1000 0.1 0.001 0.001 1 -1 10000 21 0.000001 2
3383445 0.0000001 0 1.5 0.002 4 1000 0.1 0.01 0.01 1 -1 10000 21 0.000001 2
3383446 0.0000001 0 1.5 0.002 4 1000 0.1 0.1 0.1 1 -1 10000 21 0.000001 2
3383447 0.0000001 0 1.5 0.002 4 1000 0.1 0.25 0.25 1 -1 10000 21 0.000001 2
3383448 0.0000001 0 1.5 0.002 4 1000 0.1 0.4 0.4 1 -1 10000 21 0.000001 2
3383449 0.0000001 0 1.5 0.002 4 1000 0.1 0.5 0.5 1 -1 10000 21 0.000001 2
3383450 0.0000001 0 1.5 0.002 5 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3383451 0.0000001 0 1.5 0.002 5 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3383452 0.0000001 0 1.5 0.002 5 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3383453 0.0000001 0 1.5 0.002 5 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3383454 0.0000001 0 1.5 0.002 5 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3383455 0.0000001 0 1.5 0.002 5 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3383456 0.0000001 0 1.5 0.002 5 1000 0.1 0.001 0.001 1 -1 10000 21 0.000001 2
3383457 0.0000001 0 1.5 0.002 5 1000 0.1 0.01 0.01 1 -1 10000 21 0.000001 2
3383458 0.0000001 0 1.5 0.002 5 1000 0.1 0.1 0.1 1 -1 10000 21 0.000001 2
3383459 0.0000001 0 1.5 0.002 5 1000 0.1 0.25 0.25 1 -1 10000 21 0.000001 2
3383460 0.0000001 0 1.5 0.002 5 1000 0.1 0.4 0.4 1 -1 10000 21 0.000001 2
3383461 0.0000001 0 1.5 0.002 5 1000 0.1 0.5 0.5 1 -1 10000 21 0.000001 2
3383462 0.0000001 0 1.5 0.2 1 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3383463 0.0000001 0 1.5 0.2 1 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3383464 0.0000001 0 1.5 0.2 1 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3383465 0.0000001 0 1.5 0.2 1 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3383466 0.0000001 0 1.5 0.2 1 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3383467 0.0000001 0 1.5 0.2 1 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3383468 0.0000001 0 1.5 0.2 1 1000 0.1 0.001 0.001 1 -1 10000 21 0.000001 2
3383469 0.0000001 0 1.5 0.2 1 1000 0.1 0.01 0.01 1 -1 10000 21 0.000001 2
3383470 0.0000001 0 1.5 0.2 1 1000 0.1 0.1 0.1 1 -1 10000 21 0.000001 2
3383471 0.0000001 0 1.5 0.2 1 1000 0.1 0.25 0.25 1 -1 10000 21 0.000001 2
3383472 0.0000001 0 1.5 0.2 1 1000 0.1 0.4 0.4 1 -1 10000 21 0.000001 2
3383473 0.0000001 0 1.5 0.2 1 1000 0.1 0.5 0.5 1 -1 10000 21 0.000001 2
3383474 0.0000001 0 1.5 0.2 2 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3383475 0.0000001 0 1.5 0.2 2 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3383476 0.0000001 0 1.5 0.2 2 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3383477 0.0000001 0 1.5 0.2 2 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3383478 0.0000001 0 1.5 0.2 2 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3383479 0.0000001 0 1.5 0.2 2 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3383480 0.0000001 0 1.5 0.2 2 1000 0.1 0.001 0.001 1 -1 10000 21 0.000001 2
3383481 0.0000001 0 1.5 0.2 2 1000 0.1 0.01 0.01 1 -1 10000 21 0.000001 2
3383482 0.0000001 0 1.5 0.2 2 1000 0.1 0.1 0.1 1 -1 10000 21 0.000001 2
3383483 0.0000001 0 1.5 0.2 2 1000 0.1 0.25 0.25 1 -1 10000 21 0.000001 2
3383484 0.0000001 0 1.5 0.2 2 1000 0.1 0.4 0.4 1 -1 10000 21 0.000001 2
3383485 0.0000001 0 1.5 0.2 2 1000 0.1 0.5 0.5 1 -1 10000 21 0.000001 2
3383486 0.0000001 0 1.5 0.2 3 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3383487 0.0000001 0 1.5 0.2 3 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3383488 0.0000001 0 1.5 0.2 3 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3383489 0.0000001 0 1.5 0.2 3 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3383490 0.0000001 0 1.5 0.2 3 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3383491 0.0000001 0 1.5 0.2 3 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3383492 0.0000001 0 1.5 0.2 3 1000 0.1 0.001 0.001 1 -1 10000 21 0.000001 2
3383493 0.0000001 0 1.5 0.2 3 1000 0.1 0.01 0.01 1 -1 10000 21 0.000001 2
3383494 0.0000001 0 1.5 0.2 3 1000 0.1 0.1 0.1 1 -1 10000 21 0.000001 2
3383495 0.0000001 0 1.5 0.2 3 1000 0.1 0.25 0.25 1 -1 10000 21 0.000001 2
3383496 0.0000001 0 1.5 0.2 3 1000 0.1 0.4 0.4 1 -1 10000 21 0.000001 2
3383497 0.0000001 0 1.5 0.2 3 1000 0.1 0.5 0.5 1 -1 10000 21 0.000001 2
3383498 0.0000001 0 1.5 0.2 4 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3383499 0.0000001 0 1.5 0.2 4 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3383500 0.0000001 0 1.5 0.2 4 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3383501 0.0000001 0 1.5 0.2 4 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3383502 0.0000001 0 1.5 0.2 4 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3383503 0.0000001 0 1.5 0.2 4 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3383504 0.0000001 0 1.5 0.2 4 1000 0.1 0.001 0.001 1 -1 10000 21 0.000001 2
3383505 0.0000001 0 1.5 0.2 4 1000 0.1 0.01 0.01 1 -1 10000 21 0.000001 2
3383506 0.0000001 0 1.5 0.2 4 1000 0.1 0.1 0.1 1 -1 10000 21 0.000001 2
3383507 0.0000001 0 1.5 0.2 4 1000 0.1 0.25 0.25 1 -1 10000 21 0.000001 2
3383508 0.0000001 0 1.5 0.2 4 1000 0.1 0.4 0.4 1 -1 10000 21 0.000001 2
3383509 0.0000001 0 1.5 0.2 4 1000 0.1 0.5 0.5 1 -1 10000 21 0.000001 2
3383510 0.0000001 0 1.5 0.2 5 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3383511 0.0000001 0 1.5 0.2 5 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3383512 0.0000001 0 1.5 0.2 5 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3383513 0.0000001 0 1.5 0.2 5 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3383514 0.0000001 0 1.5 0.2 5 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3383515 0.0000001 0 1.5 0.2 5 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3383516 0.0000001 0 1.5 0.2 5 1000 0.1 0.001 0.001 1 -1 10000 21 0.000001 2
3383517 0.0000001 0 1.5 0.2 5 1000 0.1 0.01 0.01 1 -1 10000 21 0.000001 2
3383518 0.0000001 0 1.5 0.2 5 1000 0.1 0.1 0.1 1 -1 10000 21 0.000001 2
3383519 0.0000001 0 1.5 0.2 5 1000 0.1 0.25 0.25 1 -1 10000 21 0.000001 2
3383520 0.0000001 0 1.5 0.2 5 1000 0.1 0.4 0.4 1 -1 10000 21 0.000001 2
3383521 0.0000001 0 1.5 0.2 5 1000 0.1 0.5 0.5 1 -1 10000 21 0.000001 2
3383522 0.0000001 0 3 0.002 1 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3383523 0.0000001 0 3 0.002 1 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3383524 0.0000001 0 3 0.002 1 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3383525 0.0000001 0 3 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3383526 0.0000001 0 3 0.002 1 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3383527 0.0000001 0 3 0.002 1 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3383528 0.0000001 0 3 0.002 1 1000 0.1 0.001 0.001 1 -1 10000 21 0.000001 2
3383529 0.0000001 0 3 0.002 1 1000 0.1 0.01 0.01 1 -1 10000 21 0.000001 2
3383530 0.0000001 0 3 0.002 1 1000 0.1 0.1 0.1 1 -1 10000 21 0.000001 2
3383531 0.0000001 0 3 0.002 1 1000 0.1 0.25 0.25 1 -1 10000 21 0.000001 2
3383532 0.0000001 0 3 0.002 1 1000 0.1 0.4 0.4 1 -1 10000 21 0.000001 2
3383533 0.0000001 0 3 0.002 1 1000 0.1 0.5 0.5 1 -1 10000 21 0.000001 2
3383534 0.0000001 0 3 0.002 2 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3383535 0.0000001 0 3 0.002 2 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3383536 0.0000001 0 3 0.002 2 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3383537 0.0000001 0 3 0.002 2 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3383538 0.0000001 0 3 0.002 2 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3383539 0.0000001 0 3 0.002 2 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3383540 0.0000001 0 3 0.002 2 1000 0.1 0.001 0.001 1 -1 10000 21 0.000001 2
3383541 0.0000001 0 3 0.002 2 1000 0.1 0.01 0.01 1 -1 10000 21 0.000001 2
3383542 0.0000001 0 3 0.002 2 1000 0.1 0.1 0.1 1 -1 10000 21 0.000001 2
3383543 0.0000001 0 3 0.002 2 1000 0.1 0.25 0.25 1 -1 10000 21 0.000001 2
